"last_name, first_name",player_id,year,woba,est_woba,est_woba_minus_woba_diff
"Hernández, Enrique",571771,2021,0.338,0.346,-0.008
"Castellanos, Nick",592206,2021,0.391,0.374,0.017000000000000015
"Walsh, Jared",665120,2021,0.357,0.326,0.030999999999999972
"Cruz, Nelson",443558,2021,0.346,0.363,-0.017
"Blackmon, Charlie",453568,2021,0.333,0.359,-0.026
"Taylor, Chris",621035,2021,0.338,0.329,0.009
"Stanton, Giancarlo",519317,2021,0.37,0.363,0.007
"Rizzo, Anthony",519203,2021,0.339,0.347,-0.008
"Suárez, Eugenio",553993,2021,0.306,0.326,-0.02
"McCutchen, Andrew",457705,2021,0.335,0.344,-0.009
"Renfroe, Hunter",592669,2021,0.344,0.354,-0.01
"Urías, Luis",649966,2021,0.34,0.333,0.007
"Bell, Josh",605137,2021,0.352,0.367,-0.015
"Segura, Jean",516416,2021,0.338,0.319,0.019000000000000017
"Tucker, Kyle",663656,2021,0.383,0.396,-0.013
"Lopez, Nicky",670032,2021,0.329,0.283,0.046
"Hosmer, Eric",543333,2021,0.319,0.326,-0.007
"Pham, Tommy",502054,2021,0.318,0.35,-0.032
"Harrison, Josh",543281,2021,0.325,0.333,-0.008
"Adames, Willy",642715,2021,0.349,0.325,0.023999999999999966
"Duvall, Adam",594807,2021,0.324,0.33,-0.006
"Newman, Kevin",621028,2021,0.249,0.275,-0.026
"Anderson, Tim",641313,2021,0.345,0.329,0.016
"Rojas, Josh",668942,2021,0.327,0.295,0.032
"Betts, Mookie",605141,2021,0.365,0.357,0.008
"Crawford, Brandon",543063,2021,0.377,0.356,0.021
"Cron, C.J.",543068,2021,0.383,0.364,0.019000000000000017
"Báez, Javier",595879,2021,0.344,0.321,0.022999999999999965
"Tatis Jr., Fernando",665487,2021,0.403,0.407,-0.004
"Grichuk, Randal",545341,2021,0.3,0.297,0.003
"Smith, Pavin",656976,2021,0.318,0.317,0.001
"Dozier, Hunter",641531,2021,0.293,0.299,-0.006
"Donaldson, Josh",518626,2021,0.353,0.388,-0.035
"Gurriel Jr., Lourdes",666971,2021,0.333,0.339,-0.006
"Andrus, Elvis",462101,2021,0.27,0.308,-0.038
"Díaz, Yandy",650490,2021,0.325,0.332,-0.007
"Rojas, Miguel",500743,2021,0.311,0.292,0.019000000000000017
"Benintendi, Andrew",643217,2021,0.328,0.331,-0.003
"Peralta, David",444482,2021,0.314,0.293,0.021
"O'Neill, Tyler",641933,2021,0.384,0.392,-0.008
"Realmuto, J.T.",592663,2021,0.336,0.329,0.007
"Happ, Ian",664023,2021,0.328,0.317,0.011
"Votto, Joey",458015,2021,0.391,0.406,-0.015
"Tapia, Raimel",606132,2021,0.305,0.273,0.032
"Sanó, Miguel",593934,2021,0.332,0.322,0.010000000000000009
"Yastrzemski, Mike",573262,2021,0.326,0.318,0.008
"Hays, Austin",669720,2021,0.328,0.316,0.012
"Farmer, Kyle",571657,2021,0.316,0.302,0.014000000000000012
"Taylor, Michael A.",572191,2021,0.286,0.3,-0.014
"Grisham, Trent",663757,2021,0.32,0.309,0.011
"Cabrera, Miguel",408234,2021,0.305,0.315,-0.01
"Marte, Starling",516782,2021,0.364,0.347,0.017000000000000015
"Lindor, Francisco",596019,2021,0.317,0.344,-0.027
"Torres, Gleyber",650402,2021,0.307,0.331,-0.024
"García, Avisaíl",541645,2021,0.346,0.366,-0.02
"Lowrie, Jed",476704,2021,0.311,0.343,-0.032
"Iglesias, Jose",578428,2021,0.304,0.297,0.007
"Solak, Nick",669256,2021,0.299,0.299,0
"Aguilar, Jesús",542583,2021,0.334,0.334,0
"Brantley, Michael",488726,2021,0.347,0.361,-0.014
"Chisholm Jr., Jazz",665862,2021,0.312,0.307,0.005
"Villar, Jonathan",542340,2021,0.32,0.307,0.013000000000000012
"Wendle, Joey",621563,2021,0.317,0.286,0.031000000000000028
"Smith, Will",669257,2021,0.364,0.364,0
"Myers, Wil",571976,2021,0.33,0.295,0.035
"Vázquez, Christian",543877,2021,0.289,0.276,0.012999999999999956
"Hampson, Garrett",641658,2021,0.288,0.291,-0.003
"Smith, Dominic",642086,2021,0.291,0.325,-0.034
"Herrera, Odúbel",546318,2021,0.312,0.302,0.010000000000000009
"Wong, Kolten",543939,2021,0.337,0.308,0.029000000000000026
"Kepler, Max",596146,2021,0.309,0.347,-0.038
"Winker, Jesse",608385,2021,0.403,0.39,0.013000000000000012
"Contreras, Willson",575929,2021,0.337,0.346,-0.009
"Pederson, Joc",592626,2021,0.315,0.333,-0.018
"Conforto, Michael",624424,2021,0.322,0.35,-0.028
"Arraez, Luis",650333,2021,0.321,0.337,-0.016
"Yelich, Christian",592885,2021,0.325,0.337,-0.012
"García, Leury",544725,2021,0.312,0.291,0.021
"Molina, Yadier",425877,2021,0.29,0.306,-0.016
"Ahmed, Nick",605113,2021,0.269,0.249,0.020000000000000018
"Schwarber, Kyle",656941,2021,0.392,0.399,-0.007
"Vaughn, Andrew",683734,2021,0.306,0.332,-0.026
"Reyes, Franmil",614177,2021,0.354,0.353,0.001
"Margot, Manuel",622534,2021,0.301,0.318,-0.017
"Gardner, Brett",458731,2021,0.305,0.296,0.009
"Baddoo, Akil",668731,2021,0.329,0.309,0.020000000000000018
"Naquin, Tyler",571980,2021,0.345,0.34,0.005
"Posey, Buster",457763,2021,0.379,0.361,0.018000000000000016
"Dalbec, Bobby",666915,2021,0.334,0.344,-0.01
"Simmons, Andrelton",592743,2021,0.252,0.261,-0.009
"Castro, Willi",650489,2021,0.271,0.291,-0.02
"Murphy, Sean",669221,2021,0.309,0.337,-0.028
"Walker, Christian",572233,2021,0.304,0.311,-0.007
"Narváez, Omar",553882,2021,0.322,0.304,0.018000000000000016
"Hoskins, Rhys",656555,2021,0.364,0.378,-0.014
"Urshela, Gio",570482,2021,0.309,0.304,0.005
"Sánchez, Gary",596142,2021,0.314,0.336,-0.022
"Santander, Anthony",623993,2021,0.307,0.328,-0.021
"Flores, Wilmer",527038,2021,0.337,0.312,0.025000000000000022
"Bradley Jr., Jackie",598265,2021,0.224,0.253,-0.029
"Stallings, Jacob",607732,2021,0.312,0.314,-0.002
"McNeil, Jeff",643446,2021,0.301,0.315,-0.014
"Maldonado, Martín",455117,2021,0.258,0.267,-0.009
"Pollock, AJ",572041,2021,0.375,0.359,0.016000000000000014
"Severino, Pedro",600474,2021,0.299,0.311,-0.012
"Bohm, Alec",664761,2021,0.285,0.313,-0.028
"Rodgers, Brendan",663898,2021,0.341,0.311,0.030000000000000027
"Profar, Jurickson",595777,2021,0.293,0.302,-0.009
"Rosario, Eddie",592696,2021,0.316,0.319,-0.003
"McCann, James",543510,2021,0.281,0.28,0.001
"Seager, Corey",608369,2021,0.389,0.392,-0.003
"Gregorius, Didi",544369,2021,0.275,0.275,0
"Franco, Maikel",596748,2021,0.263,0.27,-0.007
"DeJong, Paul",657557,2021,0.293,0.312,-0.019
"Stephenson, Tyler",663886,2021,0.346,0.324,0.021999999999999964
"Bader, Harrison",664056,2021,0.331,0.29,0.041000000000000036
"Gamel, Ben",592325,2021,0.322,0.315,0.007
"Bregman, Alex",608324,2021,0.336,0.332,0.004
"Kemp, Tony",643393,2021,0.351,0.321,0.03
"Hayes, Ke'Bryan",663647,2021,0.301,0.299,0.002
"Galvis, Freddy",520471,2021,0.305,0.28,0.024999999999999967
"Kiermaier, Kevin",595281,2021,0.31,0.283,0.027000000000000024
"Barnhart, Tucker",571466,2021,0.3,0.265,0.034999999999999976
"Nimmo, Brandon",607043,2021,0.369,0.345,0.024
"Polanco, Gregory",570256,2021,0.275,0.316,-0.041
"Lux, Gavin",666158,2021,0.303,0.323,-0.02
"Wade Jr., LaMonte",664774,2021,0.343,0.347,-0.004
"Haase, Eric",606992,2021,0.316,0.322,-0.006
"Belt, Brandon",474832,2021,0.406,0.374,0.032
"Laureano, Ramón",657656,2021,0.327,0.335,-0.008
"Torrens, Luis",620443,2021,0.311,0.318,-0.007
"Kelenic, Jarred",672284,2021,0.27,0.314,-0.044
"Moore, Dylan",664238,2021,0.271,0.288,-0.017
"Miller, Brad",543543,2021,0.331,0.345,-0.014
"Grandal, Yasmani",518735,2021,0.402,0.412,-0.01
"Gomes, Yan",543228,2021,0.308,0.341,-0.033
"Toro, Abraham",647351,2021,0.303,0.323,-0.02
"Wisdom, Patrick",621550,2021,0.346,0.321,0.024999999999999967
"Zunino, Mike",572287,2021,0.358,0.354,0.004
"Marte, Ketel",606466,2021,0.385,0.372,0.013000000000000012
"Gosselin, Phil",594838,2021,0.297,0.288,0.009
"Díaz, Elias",553869,2021,0.33,0.318,0.012
"Robles, Victor",645302,2021,0.274,0.288,-0.014
"Dickerson, Corey",572816,2021,0.317,0.295,0.022
"Upton, Justin",457708,2021,0.305,0.322,-0.017
"Ramírez, Harold",623912,2021,0.302,0.302,0
"Odor, Rougned",596059,2021,0.289,0.29,-0.001
"Acuña Jr., Ronald",660670,2021,0.412,0.429,-0.017
"Moran, Colin",592567,2021,0.318,0.315,0.003
"Kelly, Carson",608348,2021,0.328,0.346,-0.018
"Caratini, Victor",605170,2021,0.273,0.29,-0.017
"Heyward, Jason",518792,2021,0.275,0.294,-0.019
"Cabrera, Asdrúbal",452678,2021,0.297,0.286,0.011
"Bellinger, Cody",641355,2021,0.237,0.281,-0.044
"Escobar, Alcides",444876,2021,0.325,0.309,0.016000000000000014
"Zimmer, Bradley",605548,2021,0.3,0.317,-0.017
"Pillar, Kevin",607680,2021,0.297,0.281,0.016
"Heredia, Guillermo",628338,2021,0.292,0.29,0.002
"Castro, Starlin",516770,2021,0.309,0.324,-0.015
"Torreyes, Ronald",591720,2021,0.274,0.256,0.018000000000000016
"Solano, Donovan",456781,2021,0.324,0.335,-0.011
"Springer, George",543807,2021,0.381,0.361,0.020000000000000018
"Castro, Harold",605612,2021,0.291,0.315,-0.024
"Daza, Yonathan",602074,2021,0.304,0.286,0.018000000000000016
"Ortega, Rafael",542364,2021,0.355,0.311,0.043999999999999984
"Lagares, Juan",501571,2021,0.274,0.282,-0.008
"Bote, David",623520,2021,0.268,0.308,-0.04
"Sosa, Edmundo",624641,2021,0.322,0.32,0.002
"Murphy, Tom",608596,2021,0.291,0.292,-0.001
"Tellez, Rowdy",642133,2021,0.306,0.34,-0.034
"Goodrum, Niko",592348,2021,0.286,0.304,-0.018
"Duffy, Matt",622110,2021,0.327,0.325,0.002
"McCormick, Chas",676801,2021,0.327,0.311,0.016000000000000014
"Díaz, Aledmys",649557,2021,0.311,0.319,-0.008
"Stassi, Max",545358,2021,0.327,0.323,0.004
"Stewart, DJ",621466,2021,0.31,0.314,-0.004
"Varsho, Daulton",662139,2021,0.322,0.323,-0.001
"Bauers, Jake",641343,2021,0.257,0.297,-0.04
"Ruf, Darin",573131,2021,0.384,0.381,0.003
"Dickerson, Alex",543105,2021,0.313,0.337,-0.024
"Hedges, Austin",595978,2021,0.227,0.228,-0.001
"Alfaro, Jorge",595751,2021,0.274,0.292,-0.018
"VanMeter, Josh",642165,2021,0.287,0.274,0.012999999999999956
"Franco, Wander",677551,2021,0.348,0.329,0.019
"Gonzalez, Marwin",503556,2021,0.259,0.281,-0.022
"Brown, Seth",664913,2021,0.315,0.318,-0.003
"Slater, Austin",596103,2021,0.321,0.335,-0.014
"Choi, Ji Man",596847,2021,0.334,0.342,-0.008
"Trevino, Jose",624431,2021,0.261,0.285,-0.024
"Peterson, Jace",607054,2021,0.318,0.319,-0.001
"Larnach, Trevor",663616,2021,0.3,0.306,-0.006
"McKinney, Billy",641856,2021,0.277,0.288,-0.011
"Kim, Ha-Seong",673490,2021,0.27,0.265,0.005
"Duggar, Steven",621453,2021,0.327,0.305,0.022
"Urías, Ramón",602104,2021,0.341,0.344,-0.003
"Robert Jr., Luis",673357,2021,0.399,0.382,0.017000000000000015
"Pujols, Albert",405395,2021,0.302,0.322,-0.02
"Gutiérrez, Kelvin",642721,2021,0.27,0.263,0.007
"Biggio, Cavan",624415,2021,0.298,0.285,0.013000000000000012
"Jeffers, Ryan",680777,2021,0.289,0.299,-0.01
"Phillips, Brett",621433,2021,0.313,0.284,0.029000000000000026
"Longoria, Evan",446334,2021,0.352,0.351,0.001
"Brinson, Lewis",621446,2021,0.275,0.286,-0.011
"Mayfield, Jack",608686,2021,0.284,0.25,0.033999999999999975
"Hernandez, Yadiel",628450,2021,0.32,0.312,0.008
"Eaton, Adam",594809,2021,0.271,0.275,-0.004
"Cain, Lorenzo",456715,2021,0.319,0.317,0.002
"Heim, Jonah",641680,2021,0.256,0.285,-0.029
"Calhoun, Willie",641432,2021,0.301,0.323,-0.022
"Fuentes, Joshua",658069,2021,0.261,0.23,0.031
"Valaika, Pat",642162,2021,0.238,0.265,-0.027
"Bradley, Bobby",656252,2021,0.314,0.331,-0.017
"Díaz, Isan",656371,2021,0.252,0.272,-0.02
"Mejía, Francisco",642336,2021,0.32,0.285,0.035
"Zimmerman, Ryan",475582,2021,0.319,0.3,0.019000000000000017
"Ibáñez, Andy",628451,2021,0.325,0.32,0.005
"Goodwin, Brian",571718,2021,0.306,0.326,-0.02
"Culberson, Charlie",518586,2021,0.292,0.269,0.022999999999999965
"Berti, Jon",542932,2021,0.282,0.302,-0.02
"Taylor, Tyrone",621438,2021,0.333,0.314,0.019000000000000017
"Fraley, Jake",641584,2021,0.322,0.335,-0.013
"Thomas, Lane",657041,2021,0.328,0.322,0.006
"Anderson, Brian",605119,2021,0.314,0.299,0.015000000000000013
"Nuñez, Dom",624513,2021,0.294,0.261,0.032999999999999974
"Tsutsugo, Yoshi",660294,2021,0.302,0.281,0.020999999999999963
"Mercedes, Yermín",606213,2021,0.317,0.313,0.004
"Holt, Brock",571788,2021,0.259,0.273,-0.014
"Marsh, Brandon",669016,2021,0.296,0.324,-0.028
"Schwindel, Frank",643524,2021,0.403,0.332,0.071
"Vogelbach, Daniel",596129,2021,0.325,0.337,-0.012
"Panik, Joe",605412,2021,0.244,0.273,-0.029
"Alcántara, Sergio",642727,2021,0.279,0.275,0.004
"Alberto, Hanser",593643,2021,0.296,0.294,0.002
"Buxton, Byron",621439,2021,0.419,0.407,0.012
"O'Hearn, Ryan",656811,2021,0.274,0.294,-0.02
"Moreland, Mitch",519048,2021,0.3,0.297,0.003
"Chang, Yu",644374,2021,0.294,0.282,0.012
"Sánchez, Jesús",660821,2021,0.339,0.337,0.002
"Cooper, Garrett",643265,2021,0.367,0.362,0.005
"Shaw, Travis",543768,2021,0.289,0.301,-0.012
"Naylor, Josh",647304,2021,0.302,0.311,-0.009
"Carpenter, Matt",572761,2021,0.269,0.34,-0.071
"Kieboom, Carter",666198,2021,0.275,0.298,-0.023
"Rendon, Anthony",543685,2021,0.31,0.303,0.007
"García Jr., Luis",671277,2021,0.291,0.279,0.011999999999999955
"Evans, Phillip",595943,2021,0.278,0.312,-0.034
"Suzuki, Kurt",435559,2021,0.282,0.264,0.018
"Espinal, Santiago",669289,2021,0.344,0.307,0.037
"Garver, Mitch",641598,2021,0.372,0.386,-0.014
"La Stella, Tommy",600303,2021,0.307,0.342,-0.035
"Voit, Luke",572228,2021,0.332,0.359,-0.027
"Difo, Wilmer",594694,2021,0.312,0.276,0.035999999999999976
"Peters, DJ",656847,2021,0.272,0.273,-0.001
"Hilliard, Sam",656541,2021,0.318,0.311,0.007
"Mercado, Óscar",640458,2021,0.294,0.279,0.014999999999999958
"Vogt, Stephen",519390,2021,0.27,0.288,-0.018
"Ward, Taylor",621493,2021,0.333,0.344,-0.011
"Beaty, Matt",607461,2021,0.339,0.308,0.031000000000000028
"Pinder, Chad",640461,2021,0.307,0.354,-0.047
"Jiménez, Eloy",650391,2021,0.317,0.325,-0.008
"Pérez, Michael",605421,2021,0.225,0.244,-0.019
"Kirilloff, Alex",666135,2021,0.307,0.366,-0.059
"Casali, Curt",592200,2021,0.289,0.28,0.009
"Collins, Zack",641470,2021,0.3,0.323,-0.023
"d'Arnaud, Travis",518595,2021,0.291,0.312,-0.021
"González, Erik",570481,2021,0.244,0.277,-0.033
"Sierra, Magneuris",642423,2021,0.239,0.24,-0.001
"Barnes, Austin",605131,2021,0.285,0.274,0.010999999999999954
"Reyes, Victor",622682,2021,0.298,0.297,0.001
"Dahl, David",621311,2021,0.246,0.296,-0.05
"León, Sandy",506702,2021,0.225,0.216,0.009
"White, Eli",642201,2021,0.253,0.249,0.004
"De La Cruz, Bryan",650559,2021,0.339,0.301,0.038000000000000034
"Frazier, Clint",640449,2021,0.289,0.313,-0.024
"McGuire, Reese",624512,2021,0.289,0.281,0.008
"Gordon, Nick",624503,2021,0.283,0.318,-0.035
"Astudillo, Willians",553902,2021,0.272,0.28,-0.008
"Madrigal, Nick",663611,2021,0.335,0.289,0.046
"Rooker, Brent",667670,2021,0.301,0.341,-0.04
"Stevenson, Andrew",664057,2021,0.276,0.299,-0.023
"Higashioka, Kyle",543309,2021,0.272,0.343,-0.071
"Davis, J.D.",605204,2021,0.357,0.338,0.019
"Joe, Connor",656582,2021,0.366,0.37,-0.004
"Giménez, Andrés",665926,2021,0.277,0.268,0.009
"Adrianza, Ehire",501303,2021,0.316,0.314,0.002
"Mateo, Jorge",622761,2021,0.291,0.287,0.004
"Piña, Manny",444489,2021,0.315,0.331,-0.016
"Ozuna, Marcell",542303,2021,0.284,0.347,-0.063
"Moustakas, Mike",519058,2021,0.284,0.276,0.008
"Jansen, Danny",643376,2021,0.329,0.333,-0.004
"Aquino, Aristides",606157,2021,0.303,0.304,-0.001
"Miller, Owen",680911,2021,0.241,0.267,-0.026
"Marisnick, Jake",545350,2021,0.287,0.259,0.028
"Hiura, Keston",669374,2021,0.25,0.281,-0.031
"McKenna, Ryan",663630,2021,0.259,0.281,-0.022
"Nola, Austin",543592,2021,0.316,0.301,0.015000000000000013
"Luplow, Jordan",656669,2021,0.337,0.315,0.022
"Tauchman, Mike",643565,2021,0.26,0.276,-0.016
"Rengifo, Luis",650859,2021,0.244,0.293,-0.049
"Kirk, Alejandro",672386,2021,0.33,0.373,-0.043
"Piscotty, Stephen",572039,2021,0.279,0.289,-0.01
"Dubón, Mauricio",643289,2021,0.278,0.273,0.005
"Mendick, Danny",664901,2021,0.268,0.26,0.008
"Taveras, Leody",665750,2021,0.209,0.246,-0.037
"Knizner, Andrew",668800,2021,0.238,0.274,-0.036
"Contreras, William",661388,2021,0.303,0.32,-0.017
"Rojas, Jose",670351,2021,0.292,0.293,-0.001
"Short, Zack",670097,2021,0.23,0.242,-0.012
"Akiyama, Shogo",673451,2021,0.243,0.28,-0.037
"Calhoun, Kole",594777,2021,0.292,0.291,0.001
"Mazara, Nomar",608577,2021,0.264,0.271,-0.007
"Arroyo, Christian",624414,2021,0.332,0.301,0.031000000000000028
"Sogard, Eric",519299,2021,0.259,0.228,0.031
"Sheets, Gavin",657757,2021,0.352,0.337,0.014999999999999958
"Castro, Jason",488771,2021,0.347,0.376,-0.029
"Cave, Jake",595909,2021,0.241,0.273,-0.032
"Trammell, Taylor",666211,2021,0.27,0.233,0.037000000000000005
"Walls, Taylor",670764,2021,0.279,0.284,-0.005
"Almonte, Abraham",501659,2021,0.321,0.317,0.004
"Plawecki, Kevin",608700,2021,0.325,0.327,-0.002
"McKinstry, Zach",656716,2021,0.282,0.272,0.01
"Hoerner, Nico",663538,2021,0.33,0.32,0.010000000000000009
"Lamb, Jake",571875,2021,0.298,0.316,-0.018
"Brosseau, Mike",670712,2021,0.268,0.276,-0.008
"Hernández, Yonny",660634,2021,0.265,0.297,-0.032
"Ramos, Wilson",467092,2021,0.275,0.308,-0.033
"Meyers, Jake",676694,2021,0.328,0.321,0.007
"Andujar, Miguel",609280,2021,0.288,0.31,-0.022
"Pérez, Roberto",547379,2021,0.251,0.299,-0.048
"Nido, Tomás",621512,2021,0.254,0.289,-0.035
"Knapp, Andrew",595284,2021,0.196,0.23,-0.034
"Reddick, Josh",502210,2021,0.283,0.285,-0.002
"Jankowski, Travis",608671,2021,0.312,0.282,0.030000000000000027
"Refsnyder, Rob",608701,2021,0.296,0.336,-0.04
"Locastro, Tim",641796,2021,0.237,0.258,-0.021
"Guillorme, Luis",641645,2021,0.311,0.302,0.009
"Martin, Jason",641829,2021,0.26,0.28,-0.02
"Peraza, José",606299,2021,0.28,0.268,0.012
"Jackson, Alex",656577,2021,0.227,0.222,0.005
"Park, Hoy",660829,2021,0.279,0.292,-0.013
"Hill, Derek",656537,2021,0.305,0.289,0.016000000000000014
"Dyson, Jarrod",502481,2021,0.243,0.251,-0.008
"Alford, Anthony",546990,2021,0.31,0.289,0.021
"Raleigh, Cal",663728,2021,0.231,0.227,0.004
"Lewis, Kyle",641786,2021,0.32,0.35,-0.03
"Trout, Mike",545361,2021,0.451,0.425,0.026000000000000023
"Wade, Tyler",642180,2021,0.304,0.254,0.05
"Nogowski, John",596056,2021,0.273,0.279,-0.006
"Ruiz, Rio",547004,2021,0.231,0.249,-0.018
"Adell, Jo",666176,2021,0.303,0.317,-0.014
"Engel, Adam",641553,2021,0.354,0.348,0.006
"Wynns, Austin",642851,2021,0.236,0.242,-0.006
"Williams, Justin",642211,2021,0.229,0.316,-0.087
"Cordero, Franchy",614173,2021,0.222,0.239,-0.017
"Mondesi, Adalberto",609275,2021,0.306,0.318,-0.012
"Hamilton, Billy",571740,2021,0.262,0.216,0.046
"Schrock, Max",621011,2021,0.329,0.293,0.036
"Clement, Ernie",676391,2021,0.275,0.289,-0.014
"Tom, Ka'ai",664789,2021,0.239,0.289,-0.05
"Estrada, Thairo",642731,2021,0.346,0.313,0.032999999999999974
"Maton, Nick",665155,2021,0.309,0.281,0.028
"Tucker, Cole",657061,2021,0.282,0.274,0.008
"Díaz, Lewin",650331,2021,0.288,0.294,-0.006
"Rogers, Jake",668670,2021,0.339,0.298,0.041000000000000036
"Santana, Danny",542454,2021,0.261,0.275,-0.014
"Mercer, Jordy",474568,2021,0.294,0.284,0.010000000000000009
"Hicks, Aaron",543305,2021,0.279,0.333,-0.054
"Nootbaar, Lars",663457,2021,0.316,0.286,0.030000000000000027
"Gallagher, Cam",595956,2021,0.276,0.275,0.001
"Senzel, Nick",669222,2021,0.286,0.357,-0.071
"Chavis, Michael",656308,2021,0.277,0.256,0.021
"Marmolejos, José",592530,2021,0.256,0.279,-0.023
"Long Jr., Shed",643418,2021,0.268,0.26,0.008
"Adams, Riley",656180,2021,0.332,0.317,0.015000000000000013
"García, Robel",596825,2021,0.194,0.224,-0.03
"Cameron, Daz",663662,2021,0.281,0.284,-0.003
"Davis, Khris",501981,2021,0.274,0.311,-0.037
"Duran, Jarren",680776,2021,0.247,0.245,0.002
"Chirinos, Robinson",455139,2021,0.336,0.291,0.045
"Olivares, Edward",658668,2021,0.301,0.297,0.004
"Avila, Alex",488671,2021,0.311,0.297,0.014000000000000012
"Williams, Luke",663897,2021,0.283,0.266,0.017
"Jones, Taylor",622100,2021,0.283,0.249,0.033999999999999975
"Barrera, Tres",668663,2021,0.333,0.311,0.022
"Parra, Gerardo",467827,2021,0.282,0.253,0.029
"Garlick, Kyle",664247,2021,0.314,0.345,-0.031
"Smith, Kevan",607345,2021,0.196,0.219,-0.023
"Martin, Richie",621006,2021,0.246,0.232,0.013999999999999985
"Jones, JaCoby",592444,2021,0.204,0.247,-0.043
"Young, Andrew",670370,2021,0.332,0.312,0.020000000000000018
"White, Evan",657108,2021,0.197,0.24,-0.043
"Zavala, Seby",664874,2021,0.265,0.219,0.046
"Davis, Jonathan",641505,2021,0.21,0.284,-0.074
"Rivera, Emmanuel",656896,2021,0.289,0.317,-0.028
