"last_name, first_name",player_id,year,woba,est_woba,est_woba_minus_woba_diff
"Mendick, Danny",664901,2022,0.344,0.273,0.071
"Canó, Robinson",429664,2022,0.169,0.237,-0.068
"Papierski, Michael",657709,2022,0.197,0.217,-0.02
"Vavra, Terrin",679631,2022,0.303,0.321,-0.018
"Burdick, Peyton",680814,2022,0.294,0.296,-0.002
"Jung, Josh",673962,2022,0.28,0.287,-0.007
"Stowers, Kyle",669065,2022,0.316,0.335,-0.019
"Bouchard, Sean",656248,2022,0.417,0.36,0.056999999999999995
"Sierra, Magneuris",642423,2022,0.195,0.212,-0.017
"Demeritte, Travis",641513,2022,0.263,0.263,0
"Casas, Triston",671213,2022,0.344,0.325,0.019
"Solak, Nick",669256,2022,0.291,0.335,-0.044
"Kennedy, Buddy",671083,2022,0.271,0.255,0.016000000000000014
"Jones, Nolan",666134,2022,0.297,0.325,-0.028
"Hill, Derek",656537,2022,0.249,0.23,0.019
"Ríos, Edwin",621458,2022,0.338,0.312,0.026000000000000023
"Mathias, Mark",664029,2022,0.353,0.298,0.055
"Davis, Jonathan",641505,2022,0.278,0.284,-0.006
"Castro, Jason",488771,2022,0.183,0.239,-0.056
"Quinn, Roman",596451,2022,0.266,0.244,0.022
"Aranda, Jonathan",666018,2022,0.264,0.279,-0.015
"León, Sandy",506702,2022,0.246,0.263,-0.017
"Freeman, Tyler",671289,2022,0.274,0.27,0.004
"Barrera, Luis",642456,2022,0.28,0.257,0.023
"Maton, Nick",665155,2022,0.364,0.306,0.057999999999999996
"Simmons, Andrelton",592743,2022,0.204,0.199,0.005
"Kreidler, Ryan",668952,2022,0.218,0.273,-0.055
"Garrett, Stone",656448,2022,0.36,0.268,0.092
"Pinto, René",650907,2022,0.249,0.219,0.03
"Mercedes, Yermín",606213,2022,0.301,0.329,-0.028
"Marisnick, Jake",545350,2022,0.283,0.27,0.012999999999999956
"Heredia, Guillermo",628338,2022,0.246,0.228,0.017999999999999988
"Encarnación, Jerar",666464,2022,0.236,0.231,0.005
"Thaiss, Matt",642136,2022,0.286,0.289,-0.003
"Duggar, Steven",621453,2022,0.205,0.214,-0.009
"Walton, Donovan",622268,2022,0.208,0.228,-0.02
"Palacios, Jermaine",650339,2022,0.184,0.237,-0.053
"Gosselin, Phil",594838,2022,0.163,0.207,-0.044
"Viloria, Meibrys",650619,2022,0.256,0.243,0.013000000000000012
"Mayfield, Jack",608686,2022,0.224,0.221,0.003
"Hermosillo, Michael",641684,2022,0.203,0.259,-0.056
"Moreno, Gabriel",672515,2022,0.326,0.299,0.027000000000000024
"Raley, Luke",670042,2022,0.271,0.286,-0.015
"Mazeika, Patrick",664850,2022,0.222,0.218,0.004
"Matijevic, J.J.",656695,2022,0.258,0.259,-0.001
"Stevenson, Cal",670276,2022,0.224,0.277,-0.053
"Sanó, Miguel",593934,2022,0.176,0.302,-0.126
"Cameron, Daz",663662,2022,0.28,0.303,-0.023
"Pérez, Roberto",547379,2022,0.315,0.308,0.007
"Stefanic, Michael",683021,2022,0.239,0.266,-0.027
"Mitchell, Garrett",669003,2022,0.365,0.266,0.099
"Owings, Chris",572008,2022,0.204,0.238,-0.034
"Wallner, Matt",670242,2022,0.311,0.245,0.066
"Groshans, Jordan",677954,2022,0.278,0.263,0.015000000000000013
"Jankowski, Travis",608671,2022,0.222,0.259,-0.037
"Tucker, Cole",657061,2022,0.172,0.198,-0.026
"Calhoun, Willie",641432,2022,0.249,0.309,-0.06
"Lewis, Kyle",641786,2022,0.239,0.3,-0.061
"Lagares, Juan",501571,2022,0.203,0.242,-0.039
"Contreras, Mark",676628,2022,0.189,0.304,-0.115
"Benson, Will",666181,2022,0.212,0.224,-0.012
"Robinson, Chuckie",642020,2022,0.173,0.26,-0.087
"Muñoz, Yairo",622168,2022,0.283,0.263,0.019999999999999962
"Park, Hoy",660829,2022,0.282,0.269,0.012999999999999956
"Bemboom, Anthony",621532,2022,0.196,0.246,-0.05
"Hager, Jake",606993,2022,0.291,0.247,0.043999999999999984
"Strange-Gordon, Dee",543829,2022,0.288,0.213,0.075
"Capel, Conner",668843,2022,0.371,0.336,0.034999999999999976
"Soto, Livan",670869,2022,0.424,0.281,0.14299999999999996
"MacKinnon, David",676950,2022,0.181,0.259,-0.078
"Upton, Justin",457708,2022,0.231,0.249,-0.018
"Rojas, Jose",670351,2022,0.134,0.182,-0.048
"Peraza, Oswald",672724,2022,0.371,0.343,0.028
"McKinney, Billy",641856,2022,0.144,0.2,-0.056
"Arias, Gabriel",672356,2022,0.294,0.29,0.004
"Wong, Connor",657136,2022,0.263,0.277,-0.014
"Astudillo, Willians",553902,2022,0.243,0.265,-0.022
"Ahmed, Nick",605113,2022,0.302,0.227,0.075
"Mondesi, Adalberto",609275,2022,0.166,0.211,-0.045
"Barrera, Tres",668663,2022,0.187,0.187,0
"Burleson, Alec",676475,2022,0.245,0.325,-0.08
"Diaz, Jordan",672478,2022,0.275,0.229,0.046
"Campusano, Luis",669134,2022,0.257,0.258,-0.001
"Vargas, Miguel",678246,2022,0.2,0.255,-0.055
"Palacios, Joshua",641943,2022,0.225,0.221,0.004
"Beaty, Matt",607461,2022,0.158,0.243,-0.085
"Quiroz, Esteban",606019,2022,0.303,0.29,0.013000000000000012
"Gallagher, Cam",595956,2022,0.265,0.22,0.045
"Knapp, Andrew",595284,2022,0.195,0.254,-0.059
"Locastro, Tim",641796,2022,0.259,0.316,-0.057
"Frazier, Clint",640449,2022,0.305,0.3,0.005
"Brennan, Will",686823,2022,0.385,0.324,0.061
"Goodrum, Niko",592348,2022,0.146,0.205,-0.059
"Sánchez, Yolmer",570560,2022,0.166,0.204,-0.038
"Murphy, Tom",608596,2022,0.397,0.42,-0.023
"Bernard, Wynton",592144,2022,0.262,0.226,0.036000000000000004
"Baty, Brett",683146,2022,0.26,0.332,-0.072
"Vientos, Mark",668901,2022,0.252,0.28,-0.028
"González, Erik",570481,2022,0.227,0.263,-0.036
"Nuñez, Dom",624513,2022,0.196,0.245,-0.049
"Lewis, Royce",668904,2022,0.37,0.319,0.051
"Downs, Jeter",669023,2022,0.184,0.153,0.031
"Araúz, Jonathan",660620,2022,0.157,0.282,-0.125
"Wallach, Chad",595453,2022,0.224,0.332,-0.108
"Brinson, Lewis",621446,2022,0.289,0.264,0.024999999999999967
"Bae, Ji Hwan",678225,2022,0.37,0.28,0.09
"Davidson, Matt",571602,2022,0.24,0.29,-0.05
"Almonte, Abraham",501659,2022,0.306,0.234,0.072
"Rooker, Brent",667670,2022,0.186,0.264,-0.078
"Ruiz, Esteury",665923,2022,0.197,0.216,-0.019
"Sosa, Lenyn",672820,2022,0.161,0.243,-0.082
"Dickerson, Alex",543105,2022,0.189,0.297,-0.108
"Hernandez, Elier",609274,2022,0.193,0.183,0.010000000000000009
"Henry, Payton",668721,2022,0.241,0.279,-0.038
"Tovar, Ezequiel",678662,2022,0.261,0.3,-0.039
"Florial, Estevan",664314,2022,0.155,0.235,-0.08
"Reks, Zach",676646,2022,0.245,0.231,0.013999999999999985
"Padlo, Kevin",656821,2022,0.135,0.174,-0.039
"Hensley, David",682073,2022,0.44,0.349,0.091
"Martin, Richie",621006,2022,0.24,0.238,0.002
"Gutiérrez, Kelvin",642721,2022,0.208,0.284,-0.076
"Thomas, Cody",642137,2022,0.264,0.247,0.017000000000000015
"Plummer, Nick",663911,2022,0.248,0.28,-0.032
"Rivero, Sebastián ",665861,2022,0.175,0.221,-0.046
"Fox, Lucius",665650,2022,0.094,0.182,-0.088
"Hernández, Yonny",660634,2022,0.121,0.202,-0.081
"Guthrie, Dalton",656495,2022,0.437,0.363,0.074
"Schrock, Max",621011,2022,0.156,0.203,-0.047
"Davis, Jaylin",664041,2022,0.352,0.272,0.08
"Alvarez, Eddy",657193,2022,0.136,0.179,-0.043
"Lee, Korey",686676,2022,0.192,0.12,0.072
"Aguilar, Ryan",666922,2022,0.197,0.204,-0.007
"DeLuzio, Ben",641512,2022,0.242,0.33,-0.088
"Payton, Mark",592622,2022,0.216,0.236,-0.02
"Haseley, Adam",656514,2022,0.27,0.266,0.004
"Beckham, Tim",542921,2022,0.071,0.181,-0.11
"Siani, Michael",672279,2022,0.147,0.161,-0.014
"Garcia, Maikel",672580,2022,0.315,0.242,0.073
"Hamilton, Billy",571740,2022,0.103,0.196,-0.093
"Hamilton, Caleb",643348,2022,0.219,0.222,-0.003
"Young, Jared",676724,2022,0.329,0.316,0.013000000000000012
"Godoy, José",608422,2022,0.103,0.158,-0.055
"Batten, Matthew",676946,2022,0.193,0.258,-0.065
"Ramos, Heliot",671218,2022,0.143,0.29,-0.147
"Proctor, Ford",665154,2022,0.197,0.302,-0.105
"Herrera, Iván",671056,2022,0.15,0.167,-0.017
"Severino, Pedro",600474,2022,0.303,0.227,0.076
"Kolozsvary, Mark",656627,2022,0.294,0.236,0.057999999999999996
"Souza Jr., Steven",519306,2022,0.14,0.169,-0.029
"Shaw, Travis",543768,2022,0,0.081,-0.081
"Johnson, Bryce",669369,2022,0.129,0.183,-0.054
"Pérez, Carlos",656024,2022,0.238,0.234,0.004
"Machado, Dixon",553988,2022,0.239,0.281,-0.042
"Bradley, Bobby",656252,2022,0.104,0.144,-0.04
"Mastrobuoni, Miles",670156,2022,0.196,0.196,0
"Ellis, Drew",656403,2022,0.219,0.205,0.014000000000000012
"Piña, Manny",444489,2022,0.187,0.298,-0.111
"O'Hoppe, Logan",681351,2022,0.307,0.287,0.020000000000000018
"Allen, Austin",664119,2022,0.143,0.153,-0.01
"Reyes, Pablo",622569,2022,0.264,0.187,0.077
"Walker, Steele",667727,2022,0.216,0.317,-0.101
"Outman, James",681546,2022,0.584,0.319,0.26499999999999996
"Bannon, Rylan",676625,2022,0.166,0.173,-0.007
"Lavastida, Bryan",681526,2022,0.197,0.221,-0.024
"Alvarez, Francisco",682626,2022,0.336,0.421,-0.085
"Dixon, Brandon",641525,2022,0.216,0.234,-0.018
"Pineda, Israel",672832,2022,0.112,0.131,-0.019
"Harrison, Monte",656509,2022,0.361,0.282,0.079
"Thomas, Dillon",605504,2022,0.213,0.217,-0.004
"Pillar, Kevin",607680,2022,0.15,0.272,-0.122
"Short, Zack",670097,2022,0.106,0.232,-0.126
"Okey, Chris",608360,2022,0.191,0.2,-0.009
"Jackson, Alex",656577,2022,0.221,0.172,0.049000000000000016
"Garneau, Dustin",572863,2022,0.338,0.334,0.004
"Whitefield, Aaron",664334,2022,0,0.189,-0.189
"Davis, Brendon",663478,2022,0.223,0.311,-0.088
"Dunand, Joe",656388,2022,0.449,0.205,0.24400000000000002
"Katoh, Gosuke",641741,2022,0.333,0.344,-0.011
"Krizan, Jason",607249,2022,0.226,0.251,-0.025
"Lopez, Otto",672640,2022,0.599,0.302,0.297
"Lopes, Christian",547173,2022,0.069,0.222,-0.153
"Swaggerty, Travis",680552,2022,0.098,0.056,0.042
"Dean, Austin",621573,2022,0.371,0.317,0.054
"Muzziotti, Símon",665922,2022,0.201,0.235,-0.034
"Crook, Narciso",643271,2022,0.238,0.254,-0.016
"Diaz, Yainer",673237,2022,0.217,0.299,-0.082
"Gore, Terrance",605253,2022,0.126,0.128,-0.002
"Greiner, Grayson",606988,2022,0.283,0.227,0.055999999999999966
"Inciarte, Ender",542255,2022,0.11,0.201,-0.091
"Naylor, Bo",666310,2022,0,0.082,-0.082
"Fermin, Freddy",666023,2022,0,0.025,-0.025
"Smith-Njigba, Canaan",675986,2022,0.381,0.401,-0.02
"Capra, Vinny",681962,2022,0.323,0.381,-0.058
"Blanco, Dairon",680118,2022,0.253,0.061,0.192
"Marrero, Deven",571918,2022,0,0.092,-0.092
"Guzmán, Ronald",608597,2022,0,0.007,-0.007
"McDonald, Mickey",676782,2022,0.23,0.298,-0.068
"Wilson, Marcus",657129,2022,0.262,0.265,-0.003
"Motter, Taylor",600301,2022,0.147,0.184,-0.037
"Difo, Wilmer",594694,2022,0,0.181,-0.181
"Rosario, Eguy",666703,2022,0.262,0.141,0.12100000000000002
"Lester, Josh",623507,2022,0,0.187,-0.187
"Liberato, Luis",642451,2022,0,0.006,-0.006
"Feliciano, Mario",666128,2022,0.315,0.452,-0.137
"Wolters, Tony",547172,2022,0,0.005,-0.005
"O'Keefe, Brian",657247,2022,0.393,0.379,0.014000000000000012
"Peguero, Liover",678894,2022,0.393,0.297,0.096
"Alford, Anthony",546990,2022,0.221,0.035,0.186
"Riddle, JT",595375,2022,0.221,0.146,0.075
"Sands, Donny",664848,2022,0.172,0.275,-0.103
"Tromp, Chadwick",644433,2022,0.852,0.503,0.349
"Blankenhorn, Travis",663905,2022,0,0.037,-0.037
"Stewart, DJ",621466,2022,0,0.019,-0.019
"Jackson, Drew",623515,2022,0,0.06,-0.06
"Dawson, Ronnie",669008,2022,0,0.107,-0.107
"Brantly, Rob",542963,2022,0.42,0.333,0.087
"Mondou, Nate",670148,2022,0.23,0.232,-0.002
"Sanmartin, Reiver",665665,2022,0,0.05,-0.05
"Lee, Khalil",666137,2022,1.036,0.911,0.125
"Tom, Ka'ai",664789,2022,0,0.036,-0.036
"Jones, Taylor",622100,2022,0,0.093,-0.093
"Robertson, Kramer",670298,2022,0,0.194,-0.194
