"last_name, first_name",player_id,year,woba,est_woba,est_woba_minus_woba_diff
"Cron, C.J.",543068,2022,0.335,0.32,0.015000000000000013
"Bogaerts, Xander",593428,2022,0.363,0.323,0.04
"Bohm, Alec",664761,2022,0.31,0.333,-0.023
"Edman, Tommy",669242,2022,0.318,0.308,0.010000000000000009
"Suárez, Eugenio",553993,2022,0.344,0.339,0.005
"Pham, Tommy",502054,2022,0.304,0.311,-0.007
"Chapman, Matt",656305,2022,0.331,0.341,-0.01
"Arenado, Nolan",571448,2022,0.381,0.339,0.042
"Hernández, César",514917,2022,0.283,0.29,-0.007
"Adames, Willy",642715,2022,0.325,0.323,0.002
"Reynolds, Bryan",668804,2022,0.349,0.329,0.019999999999999962
"Devers, Rafael",646240,2022,0.373,0.361,0.012
"France, Ty",664034,2022,0.337,0.321,0.016000000000000014
"Murphy, Sean",669221,2022,0.331,0.344,-0.013
"Tucker, Kyle",663656,2022,0.348,0.353,-0.005
"Mountcastle, Ryan",663624,2022,0.316,0.362,-0.046
"Altuve, Jose",514888,2022,0.397,0.354,0.043
"Arraez, Luis",650333,2022,0.35,0.333,0.017
"Crawford, J.P.",641487,2022,0.306,0.315,-0.009
"Flores, Wilmer",527038,2022,0.312,0.31,0.002
"Frazier, Adam",624428,2022,0.274,0.297,-0.023
"Tellez, Rowdy",642133,2022,0.327,0.349,-0.022
"McMahon, Ryan",641857,2022,0.326,0.33,-0.004
"Straw, Myles",664702,2022,0.257,0.275,-0.018
"Martinez, J.D.",502110,2022,0.343,0.349,-0.006
"Varsho, Daulton",662139,2022,0.323,0.298,0.025000000000000022
"Correa, Carlos",621043,2022,0.362,0.363,-0.001
"Báez, Javier",595879,2022,0.291,0.281,0.01
"McNeil, Jeff",643446,2022,0.365,0.323,0.042
"Mancini, Trey",641820,2022,0.312,0.327,-0.015
"Gurriel, Yuli",493329,2022,0.285,0.271,0.013999999999999957
"Farmer, Kyle",571657,2022,0.309,0.311,-0.002
"Springer, George",543807,2022,0.352,0.342,0.01
"Hays, Austin",669720,2022,0.314,0.298,0.016000000000000014
"Kim, Ha-Seong",673490,2022,0.313,0.309,0.004
"Rodgers, Brendan",663898,2022,0.321,0.326,-0.005
"McCutchen, Andrew",457705,2022,0.309,0.325,-0.016
"Smith, Will",669257,2022,0.349,0.352,-0.003
"Andrus, Elvis",462101,2022,0.31,0.293,0.017000000000000015
"Blackmon, Charlie",453568,2022,0.317,0.301,0.016000000000000014
"Torres, Gleyber",650402,2022,0.328,0.319,0.009
"Drury, Brandon",592273,2022,0.35,0.316,0.033999999999999975
"Voit, Luke",572228,2022,0.311,0.322,-0.011
"Muncy, Max",571970,2022,0.318,0.339,-0.021
"Ward, Taylor",621493,2022,0.362,0.361,0.001
"Realmuto, J.T.",592663,2022,0.354,0.351,0.003
"Alvarez, Yordan",670541,2022,0.427,0.462,-0.035
"Rodríguez, Julio",677594,2022,0.366,0.337,0.029
"Hayes, Ke'Bryan",663647,2022,0.294,0.303,-0.009
"Castellanos, Nick",592206,2022,0.304,0.302,0.002
"Peña, Jeremy",665161,2022,0.309,0.3,0.009
"Díaz, Yandy",650490,2022,0.366,0.365,0.001
"Kemp, Tony",643393,2022,0.287,0.267,0.019999999999999962
"Yastrzemski, Mike",573262,2022,0.307,0.314,-0.007
"Marte, Ketel",606466,2022,0.317,0.315,0.002
"Giménez, Andrés",665926,2022,0.364,0.326,0.038
"Vaughn, Andrew",683734,2022,0.327,0.319,0.008
"Brown, Seth",664913,2022,0.323,0.338,-0.015
"Urshela, Gio",570482,2022,0.332,0.323,0.009
"Merrifield, Whit",593160,2022,0.294,0.288,0.006
"Bellinger, Cody",641355,2022,0.284,0.278,0.006
"Rizzo, Anthony",519203,2022,0.352,0.349,0.003
"Thomas, Lane",657041,2022,0.308,0.286,0.022
"Winker, Jesse",608385,2022,0.313,0.345,-0.032
"Donaldson, Josh",518626,2022,0.302,0.299,0.003
"Canha, Mark",592192,2022,0.343,0.323,0.020000000000000018
"Escobar, Eduardo",500871,2022,0.311,0.314,-0.003
"Kirk, Alejandro",672386,2022,0.347,0.351,-0.004
"Estrada, Thairo",642731,2022,0.317,0.299,0.018000000000000016
"LeMahieu, DJ",518934,2022,0.329,0.344,-0.015
"Grichuk, Randal",545341,2022,0.315,0.281,0.033999999999999975
"Hernández, Teoscar",606192,2022,0.348,0.351,-0.003
"Melendez, MJ",669004,2022,0.31,0.332,-0.022
"Wisdom, Patrick",621550,2022,0.316,0.295,0.021
"Mateo, Jorge",622761,2022,0.281,0.272,0.009
"Acuña Jr., Ronald",660670,2022,0.335,0.365,-0.03
"Turner, Justin",457759,2022,0.343,0.339,0.004
"Kiner-Falefa, Isiah",643396,2022,0.285,0.29,-0.005
"Pollock, AJ",572041,2022,0.297,0.317,-0.02
"Grisham, Trent",663757,2022,0.28,0.296,-0.016
"Renfroe, Hunter",592669,2022,0.347,0.323,0.023999999999999966
"Benintendi, Andrew",643217,2022,0.342,0.334,0.008
"Hoerner, Nico",663538,2022,0.32,0.301,0.019000000000000017
"Rengifo, Luis",650859,2022,0.314,0.296,0.018000000000000016
"Rojas, Josh",668942,2022,0.326,0.305,0.021
"Schoop, Jonathan",570731,2022,0.245,0.268,-0.023
"Cruz, Nelson",443558,2022,0.292,0.32,-0.028
"Ozuna, Marcell",542303,2022,0.298,0.337,-0.039
"Rojas, Miguel",500743,2022,0.268,0.293,-0.025
"Aguilar, Jesús",542583,2022,0.288,0.298,-0.01
"Santana, Carlos",467793,2022,0.308,0.352,-0.044
"Marte, Starling",516782,2022,0.355,0.336,0.019
"Dozier, Hunter",641531,2022,0.298,0.301,-0.003
"Perdomo, Geraldo",672695,2022,0.253,0.269,-0.016
"Trout, Mike",545361,2022,0.418,0.395,0.022999999999999965
"Naylor, Josh",647304,2022,0.331,0.327,0.004
"Wong, Kolten",543939,2022,0.336,0.305,0.031000000000000028
"Gurriel Jr., Lourdes",666971,2022,0.327,0.321,0.006
"Espinal, Santiago",669289,2022,0.305,0.298,0.007
"Peralta, David",444482,2022,0.315,0.313,0.002
"Carlson, Dylan",666185,2022,0.306,0.301,0.005
"Contreras, Willson",575929,2022,0.357,0.364,-0.007
"Miranda, Jose",669304,2022,0.329,0.317,0.012
"Lopez, Nicky",670032,2022,0.251,0.273,-0.022
"Grossman, Robbie",543257,2022,0.283,0.281,0.002
"Perez, Salvador",521692,2022,0.324,0.326,-0.002
"Reyes, Franmil",614177,2022,0.28,0.275,0.005
"Miller, Owen",680911,2022,0.287,0.291,-0.004
"Urías, Luis",649966,2022,0.327,0.326,0.001
"Odor, Rougned",596059,2022,0.278,0.277,0.001
"Lux, Gavin",666158,2022,0.328,0.314,0.014000000000000012
"Sánchez, Gary",596142,2022,0.29,0.321,-0.031
"Rutschman, Adley",668939,2022,0.354,0.342,0.011999999999999955
"Cooper, Garrett",643265,2022,0.33,0.341,-0.011
"Donovan, Brendan",680977,2022,0.349,0.339,0.01
"Joe, Connor",656582,2022,0.314,0.311,0.003
"Candelario, Jeimer",600869,2022,0.277,0.292,-0.015
"Iglesias, Jose",578428,2022,0.312,0.281,0.030999999999999972
"Stott, Bryson",681082,2022,0.289,0.284,0.005
"Walls, Taylor",670764,2022,0.252,0.27,-0.018
"Vogelbach, Daniel",596129,2022,0.349,0.35,-0.001
"Marsh, Brandon",669016,2022,0.296,0.287,0.009
"Crawford, Brandon",543063,2022,0.289,0.287,0.002
"Taylor, Michael A.",572191,2022,0.297,0.289,0.008
"Walsh, Jared",665120,2022,0.278,0.28,-0.002
"Taylor, Chris",621035,2022,0.298,0.277,0.020999999999999963
"Hicks, Aaron",543305,2022,0.292,0.303,-0.011
"Stanton, Giancarlo",519317,2022,0.327,0.35,-0.023
"Heim, Jonah",641680,2022,0.306,0.291,0.015000000000000013
"Kepler, Max",596146,2022,0.298,0.338,-0.04
"Suzuki, Seiya",673548,2022,0.334,0.326,0.008
"Urías, Ramón",602104,2022,0.313,0.32,-0.007
"Polanco, Jorge",593871,2022,0.333,0.358,-0.025
"Gordon, Nick",624503,2022,0.321,0.333,-0.012
"Castro, Harold",605612,2022,0.297,0.316,-0.019
"Harris II, Michael",671739,2022,0.368,0.335,0.032999999999999974
"Ramírez, Harold",623912,2022,0.327,0.31,0.017000000000000015
"Tapia, Raimel",606132,2022,0.293,0.286,0.007
"Pederson, Joc",592626,2022,0.373,0.367,0.006
"Cabrera, Miguel",408234,2022,0.275,0.275,0
"Ruiz, Keibert",660688,2022,0.299,0.328,-0.029
"Moncada, Yoán",660162,2022,0.275,0.289,-0.014
"India, Jonathan",663697,2022,0.314,0.301,0.013000000000000012
"Chavis, Michael",656308,2022,0.282,0.261,0.020999999999999963
"Vázquez, Christian",543877,2022,0.312,0.301,0.011
"Harper, Bryce",547180,2022,0.369,0.38,-0.011
"d'Arnaud, Travis",518595,2022,0.343,0.313,0.030000000000000027
"Morel, Christopher",666624,2022,0.322,0.324,-0.002
"Harrison, Josh",543281,2022,0.305,0.284,0.021
"Calhoun, Kole",594777,2022,0.26,0.294,-0.034
"Gamel, Ben",592325,2022,0.308,0.316,-0.008
"Senzel, Nick",669222,2022,0.272,0.299,-0.027
"Hosmer, Eric",543333,2022,0.313,0.311,0.002
"Choi, Ji Man",596847,2022,0.322,0.337,-0.015
"Greene, Riley",682985,2022,0.303,0.316,-0.013
"Raleigh, Cal",663728,2022,0.33,0.324,0.006
"Thomas, Alek",677950,2022,0.272,0.277,-0.005
"Gallo, Joey",608336,2022,0.286,0.294,-0.008
"Sheets, Gavin",657757,2022,0.308,0.283,0.025000000000000022
"Daza, Yonathan",602074,2022,0.323,0.308,0.015000000000000013
"Robles, Victor",645302,2022,0.26,0.244,0.016000000000000014
"McCormick, Chas",676801,2022,0.326,0.325,0.001
"Taylor, Tyrone",621438,2022,0.314,0.307,0.007
"Torkelson, Spencer",679529,2022,0.272,0.305,-0.033
"Berti, Jon",542932,2022,0.298,0.306,-0.008
"Hernández, Enrique",571771,2022,0.28,0.297,-0.017
"Robert Jr., Luis",673357,2022,0.324,0.327,-0.003
"Nola, Austin",543592,2022,0.29,0.305,-0.015
"Story, Trevor",596115,2022,0.316,0.301,0.015000000000000013
"Castro, Willi",650489,2022,0.285,0.29,-0.005
"Franco, Maikel",596748,2022,0.261,0.272,-0.011
"Ruf, Darin",573131,2022,0.291,0.31,-0.019
"Segura, Jean",516416,2022,0.32,0.303,0.017000000000000015
"Stallings, Jacob",607732,2022,0.265,0.274,-0.009
"O'Neill, Tyler",641933,2022,0.307,0.331,-0.024
"Laureano, Ramón",657656,2022,0.294,0.307,-0.013
"Anderson, Brian",605119,2022,0.293,0.309,-0.016
"Buxton, Byron",621439,2022,0.356,0.358,-0.002
"Gonzalez, Oscar",660757,2022,0.339,0.32,0.019000000000000017
"Díaz, Elias",553869,2022,0.284,0.274,0.01
"Paredes, Isaac",670623,2022,0.323,0.297,0.026000000000000023
"García, Avisaíl",541645,2022,0.258,0.281,-0.023
"Maldonado, Martín",455117,2022,0.264,0.253,0.011
"Pinder, Chad",640461,2022,0.281,0.28,0.001
"García Jr., Luis",671277,2022,0.303,0.305,-0.002
"Grandal, Yasmani",518735,2022,0.263,0.29,-0.027
"Votto, Joey",458015,2022,0.31,0.322,-0.012
"Contreras, William",661388,2022,0.37,0.347,0.023
"Stassi, Max",545358,2022,0.258,0.266,-0.008
"Suwinski, Jack",669261,2022,0.311,0.307,0.004
"Ortega, Rafael",542364,2022,0.305,0.307,-0.002
"Wendle, Joey",621563,2022,0.289,0.276,0.012999999999999956
"Bradley Jr., Jackie",598265,2022,0.252,0.268,-0.016
"Davis, J.D.",605204,2022,0.333,0.353,-0.02
"Margot, Manuel",622534,2022,0.308,0.299,0.009
"Cruz, Oneil",665833,2022,0.32,0.304,0.016000000000000014
"Rivera, Emmanuel",656896,2022,0.306,0.31,-0.004
"Vierling, Matt",663837,2022,0.285,0.324,-0.039
"De La Cruz, Bryan",650559,2022,0.313,0.355,-0.042
"Kelly, Carson",608348,2022,0.275,0.288,-0.013
"McCarthy, Jake",664983,2022,0.337,0.298,0.039000000000000035
"Dalbec, Bobby",666915,2022,0.287,0.296,-0.009
"Trevino, Jose",624431,2022,0.293,0.281,0.011999999999999955
"Toro, Abraham",647351,2022,0.246,0.284,-0.038
"Haase, Eric",606992,2022,0.322,0.302,0.020000000000000018
"Anderson, Tim",641313,2022,0.323,0.34,-0.017
"Pujols, Albert",405395,2022,0.38,0.365,0.015000000000000013
"González, Luis",670768,2022,0.299,0.268,0.030999999999999972
"Velazquez, Andrew",623205,2022,0.239,0.246,-0.007
"Celestino, Gilberto",665482,2022,0.28,0.27,0.010000000000000009
"Nootbaar, Lars",663457,2022,0.342,0.346,-0.004
"Franco, Wander",677551,2022,0.323,0.331,-0.008
"Sánchez, Jesús",660821,2022,0.298,0.298,0
"Taveras, Leody",665750,2022,0.297,0.267,0.03
"Hedges, Austin",595978,2022,0.225,0.238,-0.013
"Reyes, Victor",622682,2022,0.284,0.292,-0.008
"Guillorme, Luis",641645,2022,0.311,0.302,0.009
"Naquin, Tyler",571980,2022,0.303,0.317,-0.014
"Bethancourt, Christian",542194,2022,0.301,0.318,-0.017
"Peterson, Jace",607054,2022,0.306,0.3,0.006
"Hernandez, Yadiel",628450,2022,0.315,0.313,0.002
"Jiménez, Eloy",650391,2022,0.37,0.365,0.005
"Díaz, Aledmys",649557,2022,0.301,0.308,-0.007
"Allen, Nick",669397,2022,0.245,0.238,0.007
"Slater, Austin",596103,2022,0.344,0.351,-0.007
"Siri, Jose",642350,2022,0.268,0.261,0.007
"Duvall, Adam",594807,2022,0.295,0.293,0.002
"García, Leury",544725,2022,0.221,0.258,-0.037
"Caratini, Victor",605170,2022,0.289,0.309,-0.02
"Nido, Tomás",621512,2022,0.265,0.287,-0.022
"Bader, Harrison",664056,2022,0.286,0.267,0.019
"Gorman, Nolan",669357,2022,0.316,0.341,-0.025
"Newman, Kevin",621028,2022,0.303,0.285,0.018000000000000016
"Barnhart, Tucker",571466,2022,0.253,0.244,0.009
"Soler, Jorge",624585,2022,0.305,0.322,-0.017
"Solano, Donovan",456781,2022,0.319,0.315,0.004
"Biggio, Cavan",624415,2022,0.302,0.288,0.014000000000000012
"Abrams, CJ",682928,2022,0.267,0.266,0.001
"Arroyo, Christian",624414,2022,0.319,0.33,-0.011
"Mejía, Francisco",642336,2022,0.279,0.262,0.017000000000000015
"Pasquantino, Vinnie",686469,2022,0.365,0.374,-0.009
"Belt, Brandon",474832,2022,0.303,0.326,-0.023
"Longoria, Evan",446334,2022,0.33,0.324,0.006
"Dickerson, Corey",572816,2022,0.303,0.293,0.010000000000000009
"Narváez, Omar",553882,2022,0.269,0.268,0.001
"Neuse, Sheldon",641914,2022,0.253,0.254,-0.001
"Gomes, Yan",543228,2022,0.271,0.287,-0.016
"Knizner, Andrew",668800,2022,0.275,0.28,-0.005
"Schwindel, Frank",643524,2022,0.278,0.278,0
"Bart, Joey",663698,2022,0.294,0.296,-0.002
"Rivas, Alfonso",663845,2022,0.285,0.284,0.001
"Myers, Wil",571976,2022,0.311,0.288,0.023
"Moustakas, Mike",519058,2022,0.286,0.27,0.016
"Adell, Jo",666176,2022,0.278,0.251,0.027000000000000024
"Castillo, Diego",660636,2022,0.272,0.292,-0.02
"Isbel, Kyle",664728,2022,0.265,0.266,-0.001
"Castro, Rodolfo",666801,2022,0.314,0.28,0.033999999999999975
"Brantley, Michael",488726,2022,0.345,0.374,-0.029
"Smith, Pavin",656976,2022,0.294,0.304,-0.01
"Aquino, Aristides",606157,2022,0.267,0.243,0.024
"Cordero, Franchy",614173,2022,0.304,0.313,-0.009
"Yepez, Juan",660766,2022,0.319,0.286,0.033
"McGuire, Reese",624512,2022,0.297,0.267,0.03
"Alfaro, Jorge",595751,2022,0.291,0.295,-0.004
"Reynolds, Matt",608703,2022,0.293,0.272,0.020999999999999963
"Rosario, Eddie",592696,2022,0.258,0.25,0.008
"Molina, Yadier",425877,2022,0.235,0.254,-0.019
"Albies, Ozzie",645277,2022,0.305,0.294,0.011
"Hiura, Keston",669374,2022,0.334,0.317,0.017000000000000015
"Lowe, Brandon",664040,2022,0.306,0.32,-0.014
"Dubón, Mauricio",643289,2022,0.248,0.272,-0.024
"Pache, Cristian",665506,2022,0.207,0.259,-0.052
"Engel, Adam",641553,2022,0.256,0.246,0.010000000000000009
"Friedl, TJ",670770,2022,0.323,0.283,0.040000000000000036
"Thompson, Trayce",572204,2022,0.37,0.366,0.004
"Moore, Dylan",664238,2022,0.338,0.322,0.016000000000000014
"Machín, Vimael",605353,2022,0.268,0.301,-0.033
"Smith, Josh",669701,2022,0.262,0.296,-0.034
"Wade Jr., LaMonte",664774,2022,0.298,0.321,-0.023
"Higashioka, Kyle",543309,2022,0.282,0.317,-0.035
"Jansen, Danny",643376,2022,0.364,0.366,-0.002
"Duffy, Matt",622110,2022,0.279,0.28,-0.001
"Fraley, Jake",641584,2022,0.352,0.333,0.019
"Haniger, Mitch",571745,2022,0.319,0.328,-0.009
"Miller, Brad",543543,2022,0.263,0.269,-0.006
"Chisholm Jr., Jazz",665862,2022,0.365,0.345,0.020000000000000018
"Meneses, Joey",608841,2022,0.395,0.332,0.063
"Fortes, Nick",663743,2022,0.308,0.319,-0.011
"Bleday, JJ",668709,2022,0.266,0.278,-0.012
"DeJong, Paul",657557,2022,0.241,0.267,-0.026
"Jeffers, Ryan",680777,2022,0.287,0.315,-0.028
"Almora Jr., Albert",546991,2022,0.279,0.27,0.009
"Luplow, Jordan",656669,2022,0.281,0.288,-0.007
"Arcia, Orlando",606115,2022,0.321,0.329,-0.008
"Gregorius, Didi",544369,2022,0.251,0.275,-0.024
"Mitchell, Cal",668751,2022,0.281,0.292,-0.011
"Higgins, P.J.",664731,2022,0.306,0.264,0.042
"Fletcher, David",664058,2022,0.275,0.295,-0.02
"Madrigal, Nick",663611,2022,0.267,0.283,-0.016
"Hampson, Garrett",641658,2022,0.267,0.261,0.006
"Baddoo, Akil",668731,2022,0.256,0.253,0.003
"Phillips, Brett",621433,2022,0.213,0.22,-0.007
"Alcántara, Sergio",642727,2022,0.269,0.244,0.025000000000000022
"Duran, Jarren",680776,2022,0.284,0.282,0.002
"Vargas, Ildemaro",545121,2022,0.302,0.255,0.046999999999999986
"Kiermaier, Kevin",595281,2022,0.286,0.305,-0.019
"Villar, Jonathan",542340,2022,0.25,0.247,0.003
"Duran, Ezequiel",677649,2022,0.282,0.256,0.025999999999999968
"Chirinos, Robinson",455139,2022,0.251,0.245,0.006
"Azocar, José",640492,2022,0.278,0.272,0.006
"Garver, Mitch",641598,2022,0.308,0.319,-0.011
"Barnes, Austin",605131,2022,0.315,0.298,0.017000000000000015
"Gonzalez, Marwin",503556,2022,0.257,0.282,-0.025
"Maile, Luke",571912,2022,0.281,0.263,0.018000000000000016
"Velázquez, Nelson",676369,2022,0.291,0.305,-0.014
"Serven, Brian",661531,2022,0.263,0.254,0.009
"Zavala, Seby",664874,2022,0.323,0.283,0.040000000000000036
"Hummel, Cooper",669450,2022,0.262,0.292,-0.03
"Haggerty, Sam",664059,2022,0.32,0.285,0.035
"Hilliard, Sam",656541,2022,0.251,0.303,-0.052
"Lowe, Josh",666139,2022,0.276,0.272,0.004
"Herrera, Odúbel",546318,2022,0.287,0.272,0.014999999999999958
"La Stella, Tommy",600303,2022,0.277,0.267,0.010000000000000009
"Massey, Michael",686681,2022,0.302,0.332,-0.03
"Tsutsugo, Yoshi",660294,2022,0.221,0.254,-0.033
"Rendon, Anthony",543685,2022,0.314,0.331,-0.017
"VanMeter, Josh",642165,2022,0.251,0.288,-0.037
"Vogt, Stephen",519390,2022,0.249,0.282,-0.033
"McCann, James",543510,2022,0.243,0.309,-0.066
"Sosa, Edmundo",624641,2022,0.282,0.282,0
"Chang, Yu",644374,2022,0.273,0.29,-0.017
"Bride, Jonah",681146,2022,0.257,0.282,-0.025
"Plawecki, Kevin",608700,2022,0.259,0.268,-0.009
"Montero, Elehuris",660707,2022,0.303,0.26,0.043
"McKinstry, Zach",656716,2022,0.28,0.288,-0.008
"Nevin, Tyler",663527,2022,0.261,0.293,-0.032
"Lowrie, Jed",476704,2022,0.23,0.247,-0.017
"Stephenson, Tyler",663886,2022,0.37,0.318,0.052
"Burger, Jake",669394,2022,0.327,0.318,0.009
"Pratto, Nick",668472,2022,0.287,0.267,0.019999999999999962
"Kelenic, Jarred",672284,2022,0.238,0.271,-0.033
"Thompson, Bubba",669352,2022,0.274,0.203,0.071
"Villar, David",681584,2022,0.344,0.283,0.061
"Bryant, Kris",592178,2022,0.37,0.344,0.026000000000000023
"Larnach, Trevor",663616,2022,0.309,0.322,-0.013
"Clement, Ernie",676391,2022,0.209,0.277,-0.068
"Cave, Jake",595909,2022,0.278,0.285,-0.007
"Wynns, Austin",642851,2022,0.298,0.267,0.030999999999999972
"Refsnyder, Rob",608701,2022,0.381,0.374,0.007
"Marcano, Tucupita",672779,2022,0.249,0.21,0.039
"Casali, Curt",592200,2022,0.295,0.289,0.006
"Díaz, Lewin",650331,2022,0.228,0.219,0.009
"Heineman, Tyler",623168,2022,0.248,0.273,-0.025
"Barrero, Jose",676480,2022,0.183,0.18,0.003
"Olivares, Edward",658668,2022,0.326,0.339,-0.013
"McKenna, Ryan",663630,2022,0.279,0.267,0.012
"Mazara, Nomar",608577,2022,0.297,0.294,0.003
"Cabrera, Oswaldo",665828,2022,0.322,0.287,0.035
"Leblanc, Charles",641779,2022,0.318,0.285,0.033
"Delay, Jason",641511,2022,0.243,0.23,0.012999999999999984
"Camargo, Johan",622666,2022,0.276,0.267,0.009
"Torrens, Luis",620443,2022,0.261,0.284,-0.023
"Wade, Tyler",642180,2022,0.247,0.248,-0.001
"Bruján, Vidal",660644,2022,0.22,0.233,-0.013
"Garlick, Kyle",664247,2022,0.311,0.305,0.006
"Meyers, Jake",676694,2022,0.258,0.251,0.007
"Brosseau, Mike",670712,2022,0.338,0.3,0.038000000000000034
"Alberto, Hanser",593643,2022,0.27,0.234,0.036000000000000004
"Suzuki, Kurt",435559,2022,0.254,0.255,-0.001
"Grissom, Vaughn",687093,2022,0.345,0.326,0.019
"Cain, Lorenzo",456715,2022,0.212,0.23,-0.018
"Lopez, Alejo",664670,2022,0.286,0.28,0.006
"Kirilloff, Alex",666135,2022,0.286,0.278,0.008
"Adams, Riley",656180,2022,0.249,0.274,-0.025
"Carpenter, Matt",572761,2022,0.472,0.36,0.11199999999999999
"Langeliers, Shea",669127,2022,0.296,0.261,0.034999999999999976
"Smith, Dominic",642086,2022,0.254,0.293,-0.039
"Heyward, Jason",518792,2022,0.253,0.278,-0.025
"Smith, Kevin",675656,2022,0.226,0.236,-0.01
"Ford, Mike",645801,2022,0.28,0.279,0.001
"Meadows, Austin",640457,2022,0.307,0.38,-0.073
"O'Hearn, Ryan",656811,2022,0.272,0.327,-0.055
"Hall, Darick",669742,2022,0.343,0.312,0.031000000000000028
"Andujar, Miguel",609280,2022,0.247,0.281,-0.034
"Piscotty, Stephen",572039,2022,0.258,0.275,-0.017
"Williams, Luke",663897,2022,0.265,0.233,0.032
"Romine, Austin",519222,2022,0.193,0.195,-0.002
"Allen, Greg",656185,2022,0.242,0.229,0.012999999999999984
"Pérez, Michael",605421,2022,0.228,0.276,-0.048
"Huff, Sam",669087,2022,0.296,0.294,0.002
"Henderson, Gunnar",683002,2022,0.343,0.338,0.005
"Call, Alex",669743,2022,0.332,0.281,0.051
"Escobar, Alcides",444876,2022,0.242,0.233,0.009
"Ibáñez, Andy",628451,2022,0.249,0.272,-0.023
"Mercado, Óscar",640458,2022,0.266,0.258,0.008
"Moran, Colin",592567,2022,0.3,0.318,-0.018
"Clemens, Kody",665019,2022,0.22,0.249,-0.029
"Bote, David",623520,2022,0.325,0.287,0.038000000000000034
"Beer, Seth",666179,2022,0.239,0.276,-0.037
"Trejo, Alan",676701,2022,0.321,0.291,0.030000000000000027
"Garcia, Dérmis",660650,2022,0.285,0.244,0.041
"Culberson, Charlie",518586,2022,0.281,0.251,0.030000000000000027
"Herrera, Jose",645444,2022,0.213,0.186,0.026999999999999996
"Zunino, Mike",572287,2022,0.219,0.252,-0.033
"Madris, Bligh",676632,2022,0.231,0.262,-0.031
"Palacios, Richie",680700,2022,0.258,0.277,-0.019
"Eaton, Nate",681987,2022,0.313,0.297,0.016000000000000014
"Stubbs, Garrett",596117,2022,0.355,0.275,0.08
"Toglia, Michael",669911,2022,0.285,0.261,0.023999999999999966
"Zimmer, Bradley",605548,2022,0.203,0.225,-0.022
"Trammell, Taylor",666211,2022,0.3,0.292,0.008
"White, Eli",642201,2022,0.26,0.255,0.005
"Bolt, Skye",621450,2022,0.261,0.261,0
"Carroll, Corbin",682998,2022,0.358,0.293,0.065
"Garcia, Aramis",605244,2022,0.228,0.247,-0.019
"Carpenter, Kerry",681481,2022,0.342,0.294,0.048
"Moniak, Mickey",666160,2022,0.223,0.206,0.017000000000000015
"Vosler, Jason",613564,2022,0.349,0.312,0.037
"Lamb, Jake",571875,2022,0.314,0.314,0
"Adrianza, Ehire",501303,2022,0.222,0.274,-0.052
"Fairchild, Stuart",656413,2022,0.35,0.317,0.032999999999999974
"Waters, Drew",671221,2022,0.347,0.296,0.051
"Gonzalez, Romy",663853,2022,0.264,0.265,-0.001
"Steer, Spencer",668715,2022,0.287,0.281,0.006
"Collins, Zack",641470,2022,0.245,0.257,-0.012
