"player_name","player_id","game_year","woba_denom","bbe","woba","est_woba","xwoba","sa_xwoba","xwobacon","sa_xwobacon"
"Hernández, Enrique",571771,2023,506,374,0.282,0.272,0.281,0.291,117.852337077734,122.87239463449
"Holt, Brock",571788,2020,105,71,0.253,0.265,0.262,0.259,20.5323951162946,20.1457323766398
"Holt, Brock",571788,2021,260,187,0.259,0.273,0.281,0.277,56.2717455668121,55.1329871186528
"Lamb, Jake",571875,2020,99,63,0.281,0.328,0.32,0.32,23.9935254143147,24.0265032827742
"Lamb, Jake",571875,2021,170,95,0.298,0.316,0.323,0.326,38.0385886043495,38.56024942783
"Lamb, Jake",571875,2022,111,59,0.314,0.314,0.322,0.321,25.9850478796542,25.867133299248
"Lamb, Jake",571875,2023,54,36,0.267,0.275,0.282,0.255,13.1229277223079,11.6825610593293
"Maile, Luke",571912,2021,34,23,0.358,0.283,0.288,0.297,6.99148876926053,7.29910360038924
"Maile, Luke",571912,2022,206,130,0.281,0.263,0.271,0.275,40.4506418084665,41.3354160231204
"Maile, Luke",571912,2023,198,131,0.307,0.315,0.33,0.314,51.966807896488,48.7848623613321
"Muncy, Max",571970,2020,246,145,0.316,0.36,0.361,0.348,60.1841812080386,56.8114957329634
"Muncy, Max",571970,2021,585,374,0.379,0.407,0.409,0.397,176.848663351426,169.86570877212
"Muncy, Max",571970,2022,563,328,0.318,0.339,0.353,0.349,132.865122587518,130.797246677628
"Muncy, Max",571970,2023,574,334,0.344,0.364,0.373,0.376,152.975236574705,155.052411761186
"Murphy, John Ryan",571974,2020,62,31,0.199,0.261,0.265,0.263,13.659833130201,13.4789450661088
"Myers, Wil",571976,2020,216,140,0.4,0.396,0.391,0.39,70.3827038978624,70.2266842621953
"Myers, Wil",571976,2021,498,305,0.33,0.295,0.306,0.315,115.783121582091,120.36398203259
"Myers, Wil",571976,2022,283,176,0.311,0.288,0.301,0.314,70.611223974808,74.0642690904021
"Myers, Wil",571976,2023,137,78,0.243,0.249,0.262,0.261,27.4648935692841,27.3414380579599
"Naquin, Tyler",571980,2020,140,94,0.268,0.326,0.312,0.306,39.4961080749812,38.6016213890569
"Naquin, Tyler",571980,2021,451,305,0.345,0.34,0.343,0.336,127.46884380003,124.394985099099
"Naquin, Tyler",571980,2022,329,216,0.303,0.317,0.333,0.336,94.7022246589379,95.7286257290453
"Owings, Chris",572008,2020,44,30,0.326,0.253,0.257,0.273,9.20696421128239,9.92905186753985
"Owings, Chris",572008,2021,49,28,0.431,0.318,0.323,0.331,11.6142625986961,12.0267644790233
"Owings, Chris",572008,2022,67,33,0.204,0.238,0.252,0.237,9.17889143578791,8.19291930508961
"Owings, Chris",572008,2023,25,13,0.141,0.129,0.136,0.116,3.40879250555963,2.89924710357527
"Phegley, Josh",572033,2020,18,13,0.189,0.238,0.225,0.275,2.64862779301099,3.54174510686231
"Piscotty, Stephen",572039,2020,170,108,0.273,0.293,0.301,0.298,44.0952912575678,43.5864708905179
"Piscotty, Stephen",572039,2021,188,124,0.279,0.289,0.296,0.31,45.2031039725932,47.8534863447019
"Piscotty, Stephen",572039,2022,138,80,0.258,0.275,0.283,0.277,32.1021910106002,31.2674901446649
"Pollock, AJ",572041,2020,207,151,0.364,0.345,0.336,0.348,61.7714101342822,64.4002884816972
"Pollock, AJ",572041,2021,416,304,0.375,0.359,0.369,0.369,131.108217626019,131.219543328108
"Pollock, AJ",572041,2022,526,394,0.297,0.317,0.338,0.337,153.760520250877,153.471695070923
"Pollock, AJ",572041,2023,144,103,0.227,0.267,0.284,0.289,34.6054974001884,35.368204922334
"Seager, Kyle",572122,2020,245,174,0.338,0.365,0.35,0.331,60.5846441545223,55.8714470788635
"Seager, Kyle",572122,2021,668,446,0.308,0.319,0.327,0.327,176.052355787329,175.766913115743
"Singleton, Jon",572138,2023,105,69,0.244,0.298,0.308,0.288,23.218542566437,21.0953918866354
"Taylor, Michael A.",572191,2020,99,65,0.287,0.325,0.316,0.326,26.3764477384143,27.33939013711
"Taylor, Michael A.",572191,2021,526,346,0.286,0.3,0.308,0.297,135.354875178448,129.685652091747
"Taylor, Michael A.",572191,2022,453,309,0.297,0.289,0.308,0.302,113.526685904207,110.865077215701
"Taylor, Michael A.",572191,2023,385,227,0.308,0.306,0.313,0.306,100.287746724546,97.4717011261005
"Thompson, Trayce",572204,2021,35,17,0.453,0.492,0.507,0.54,12.8386904748488,14.0120572278201
"Thompson, Trayce",572204,2022,255,128,0.37,0.366,0.376,0.379,72.0854922750033,72.9314855749633
"Thompson, Trayce",572204,2023,179,76,0.266,0.275,0.282,0.288,32.3351898134002,33.4372890412009
"Voit, Luke",572228,2020,232,158,0.393,0.389,0.387,0.401,75.7188277828745,79.0858533904919
"Voit, Luke",572228,2021,240,138,0.332,0.359,0.365,0.364,67.9682565234718,67.6485523594487
"Voit, Luke",572228,2022,567,327,0.311,0.322,0.337,0.334,148.391182918657,146.788825533736
"Voit, Luke",572228,2023,74,41,0.251,0.286,0.298,0.291,17.8517415237321,17.3437203156937
"Walker, Christian",572233,2020,242,170,0.339,0.339,0.345,0.355,67.9883965724739,70.5702889967126
"Walker, Christian",572233,2021,444,297,0.304,0.311,0.325,0.321,115.442396243005,113.953158636877
"Walker, Christian",572233,2022,663,456,0.346,0.359,0.368,0.369,191.742020182018,192.067349188971
"Walker, Christian",572233,2023,658,462,0.351,0.339,0.347,0.346,181.472232495623,180.548252563909
"Zunino, Mike",572287,2020,84,38,0.261,0.288,0.283,0.276,17.4910879229165,16.8651943442998
"Zunino, Mike",572287,2021,375,202,0.358,0.354,0.36,0.379,106.359276146434,113.444094113523
"Zunino, Mike",572287,2022,123,70,0.219,0.252,0.267,0.285,27.94996406384,30.1401412849806
"Zunino, Mike",572287,2023,140,63,0.261,0.24,0.251,0.261,24.0084497465428,25.354623324743
"Carpenter, Matt",572761,2020,167,91,0.293,0.33,0.318,0.319,33.5206670869534,33.6749273338324
"Carpenter, Matt",572761,2021,248,131,0.269,0.34,0.346,0.336,57.8652280154869,55.2787466880042
"Carpenter, Matt",572761,2022,151,94,0.472,0.36,0.374,0.428,40.336374750154,48.4874196771416
"Carpenter, Matt",572761,2023,236,125,0.293,0.309,0.314,0.317,43.8932326511122,44.7763837814586
"Dickerson, Corey",572816,2020,208,157,0.308,0.305,0.306,0.297,53.7667707138475,52.000777379678
"Dickerson, Corey",572816,2021,364,269,0.317,0.295,0.31,0.309,94.0603334738417,93.5841214655747
"Dickerson, Corey",572816,2022,294,233,0.303,0.293,0.306,0.31,80.8459986089688,82.0966890641964
"Dickerson, Corey",572816,2023,150,116,0.277,0.288,0.297,0.289,39.6551123080634,38.5201674939552
"Garneau, Dustin",572863,2020,44,25,0.256,0.273,0.284,0.282,8.31765952444597,8.22474748728882
"Garneau, Dustin",572863,2021,68,46,0.335,0.303,0.315,0.3,18.610306847345,17.6326592008006
"Ruf, Darin",573131,2020,99,63,0.379,0.353,0.351,0.375,25.6181491503252,28.0480085181364
"Ruf, Darin",573131,2021,309,175,0.384,0.381,0.387,0.384,86.7027324931686,85.7299513217181
"Ruf, Darin",573131,2022,388,232,0.291,0.31,0.322,0.322,89.3898790000934,89.4192552513244
"Ruf, Darin",573131,2023,57,33,0.287,0.354,0.361,0.331,14.9629722593379,13.2562720008076
"Stroman, Marcus",573186,2021,55,30,0.143,0.155,0.18,0.189,7.10685873264622,7.57305781499217
"Yastrzemski, Mike",573262,2020,223,137,0.407,0.364,0.36,0.378,58.4861751136691,62.563192653663
"Yastrzemski, Mike",573262,2021,525,339,0.326,0.318,0.329,0.333,133.644279919946,135.515489725771
"Yastrzemski, Mike",573262,2022,556,350,0.307,0.314,0.33,0.33,137.340169566773,137.477305913516
"Yastrzemski, Mike",573262,2023,375,233,0.333,0.325,0.336,0.346,94.4318567038423,98.1980912870811
"Contreras, Willson",575929,2020,224,134,0.336,0.353,0.351,0.336,55.5626506964416,52.1659227897106
"Contreras, Willson",575929,2021,481,277,0.337,0.346,0.352,0.353,123.634845434508,124.207831478457
"Contreras, Willson",575929,2022,481,309,0.357,0.364,0.378,0.383,133.530201120505,135.840432791345
"Contreras, Willson",575929,2023,492,318,0.358,0.373,0.375,0.384,140.493343419073,144.83741045006
"Gyorko, Jedd",576397,2020,134,81,0.351,0.357,0.349,0.358,36.2669269949071,37.4536317171601
"Iglesias, Jose",578428,2020,149,125,0.407,0.387,0.386,0.399,52.6059323398768,54.4812769902196
"Iglesias, Jose",578428,2021,509,407,0.304,0.297,0.311,0.313,139.416511021329,140.439300815335
"Iglesias, Jose",578428,2022,464,382,0.312,0.281,0.298,0.303,120.669549332655,123.186207558923
"Querecuto, Juniel",578570,2023,21,14,0.134,0.219,0.25,0.223,4.54685507210999,3.97464036051435
"Hechavarría, Adeiny",588751,2020,63,47,0.271,0.244,0.239,0.249,12.2826471417198,12.8900071061944
"Torreyes, Ronald",591720,2020,7,7,0.177,0.305,0.27,0.209,1.89341422396141,1.46583042491415
"Torreyes, Ronald",591720,2021,337,283,0.274,0.256,0.268,0.273,77.7386105813741,79.4737167832179
"Osuna, José",591741,2020,82,62,0.273,0.33,0.341,0.341,25.1958597963478,25.1594176420873
"Valera, Breyvic",591971,2021,96,77,0.293,0.284,0.298,0.301,22.9645356964325,23.3014431248173
"Bernard, Wynton",592144,2022,42,34,0.262,0.226,0.242,0.263,10.1640306668053,11.0396920000911
"Bryant, Kris",592178,2020,147,91,0.285,0.284,0.282,0.287,30.2574812498036,31.0091869168871
"Bryant, Kris",592178,2021,582,380,0.356,0.346,0.351,0.361,157.339819629854,163.438952371209
"Bryant, Kris",592178,2022,181,135,0.37,0.344,0.358,0.353,51.4201546522116,50.616326432428
"Bryant, Kris",592178,2023,334,232,0.302,0.323,0.324,0.33,84.4064257913284,86.4030188092535
"Canha, Mark",592192,2020,240,140,0.351,0.359,0.352,0.347,52.1709991308591,51.0819672524654
"Canha, Mark",592192,2021,625,393,0.333,0.332,0.34,0.339,139.709477197167,138.810439955389
"Canha, Mark",592192,2022,539,367,0.343,0.323,0.338,0.348,129.703825623043,134.976271207901
"Canha, Mark",592192,2023,502,361,0.333,0.323,0.333,0.331,122.270992282018,121.584707574428
"Casali, Curt",592200,2020,93,47,0.372,0.308,0.304,0.317,16.3666392327612,17.5528764545686
"Casali, Curt",592200,2021,226,135,0.289,0.28,0.289,0.296,47.2048189821017,48.7003634537784
"Casali, Curt",592200,2022,175,99,0.295,0.289,0.294,0.292,33.225818694347,32.9668211031656
"Casali, Curt",592200,2023,93,60,0.239,0.281,0.295,0.279,18.2922231697456,16.8501324831508
"Castellanos, Nick",592206,2020,240,149,0.329,0.375,0.366,0.344,72.5225923636101,67.0948586594205
"Castellanos, Nick",592206,2021,580,416,0.391,0.374,0.383,0.391,192.072945735595,196.760251200624
"Castellanos, Nick",592206,2022,556,394,0.304,0.302,0.316,0.316,153.363492125681,153.542134283843
"Castellanos, Nick",592206,2023,669,446,0.335,0.32,0.33,0.334,194.393816218678,196.988631841434
"DeShields, Delino",592261,2020,116,82,0.28,0.267,0.28,0.286,26.1548818318427,26.9258124217785
"DeShields, Delino",592261,2021,56,38,0.352,0.328,0.353,0.345,13.470534495133,13.046870318672
"Drury, Brandon",592273,2020,49,38,0.162,0.267,0.263,0.267,11.4785647490013,11.6933705900615
"Drury, Brandon",592273,2021,87,61,0.333,0.257,0.261,0.287,19.9155476097937,22.1643222086465
"Drury, Brandon",592273,2022,565,391,0.35,0.316,0.327,0.333,152.685514248984,155.814739767541
"Drury, Brandon",592273,2023,520,352,0.339,0.318,0.329,0.329,148.075804109527,147.961502800839
"Gamel, Ben",592325,2020,127,75,0.313,0.33,0.327,0.32,32.4899182474686,31.5226131609221
"Gamel, Ben",592325,2021,396,241,0.322,0.315,0.326,0.303,92.811935534428,83.6028538606352
"Gamel, Ben",592325,2022,419,272,0.308,0.316,0.332,0.328,104.639407229928,103.112514890559
"Gamel, Ben",592325,2023,15,13,0.201,0.252,0.264,0.276,3.95364697904579,4.14098222285988
"Gausman, Kevin",592332,2021,57,29,0.178,0.121,0.157,0.153,7.53328592829553,7.30748247527359
"González, Chi Chi",592346,2021,32,17,0.17,0.162,0.194,0.167,5.5099886732076,4.63556791892928
"Goodrum, Niko",592348,2020,179,92,0.262,0.265,0.257,0.267,33.3923665562695,35.2301983559141
"Goodrum, Niko",592348,2021,325,185,0.286,0.304,0.311,0.301,77.9697077605062,74.8842114357014
"Goodrum, Niko",592348,2022,45,20,0.146,0.205,0.207,0.234,7.90601826710434,9.11776368028331
"Gray, Jon",592351,2021,47,18,0.094,0.095,0.114,0.111,5.35438382711956,5.1948143775976
"Holaday, Bryan",592407,2020,33,22,0.187,0.217,0.221,0.226,5.90440524464837,6.07169422745698
"Holaday, Bryan",592407,2021,34,16,0.239,0.194,0.193,0.222,4.46822821700549,5.43259502285325
"Jones, JaCoby",592444,2020,108,64,0.358,0.321,0.317,0.317,27.2151403855428,27.246812228035
"Jones, JaCoby",592444,2021,105,58,0.204,0.247,0.253,0.253,23.0856698131069,23.0477923640011
"Judge, Aaron",592450,2020,112,67,0.375,0.378,0.371,0.392,33.1849226624373,35.5005219879203
"Judge, Aaron",592450,2021,628,394,0.387,0.418,0.427,0.419,214.738854175067,209.860619210536
"Judge, Aaron",592450,2022,675,397,0.458,0.463,0.473,0.479,250.69548996146,254.848332344902
"Judge, Aaron",592450,2023,448,239,0.42,0.461,0.473,0.462,156.623537440625,151.460417511226
"Machado, Manny",592518,2020,249,190,0.391,0.388,0.389,0.398,81.4763907140634,83.7850479297065
"Machado, Manny",592518,2021,629,472,0.35,0.38,0.391,0.393,207.434805622887,208.391200576416
"Machado, Manny",592518,2022,634,447,0.382,0.341,0.355,0.365,187.54078860028,193.698020842197
"Machado, Manny",592518,2023,598,439,0.334,0.335,0.345,0.346,170.720092761566,171.250348468501
"Marmolejos, José",592530,2020,114,74,0.287,0.317,0.319,0.295,30.7764912717738,27.9786370005374
"Marmolejos, José",592530,2021,122,68,0.256,0.279,0.283,0.277,24.0851270802207,23.2525776267762
"Moran, Colin",592567,2020,199,126,0.34,0.35,0.349,0.345,54.8488761836062,54.0246586373108
"Moran, Colin",592567,2021,358,233,0.318,0.315,0.319,0.308,87.4276448357889,83.5434708098553
"Moran, Colin",592567,2022,127,81,0.3,0.318,0.334,0.327,31.1768043721633,30.3173726525247
"Payton, Mark",592622,2021,24,15,0.204,0.272,0.274,0.23,5.17667570396316,4.12729245523014
"Payton, Mark",592622,2022,25,17,0.216,0.236,0.249,0.256,3.42997304994305,3.59423314385653
"Pederson, Joc",592626,2020,137,86,0.297,0.339,0.337,0.327,34.9275421072715,33.614401579632
"Pederson, Joc",592626,2021,480,315,0.315,0.333,0.338,0.323,129.351554800859,121.982013916218
"Pederson, Joc",592626,2022,428,282,0.373,0.367,0.381,0.38,130.694308496254,130.588855907993
"Pederson, Joc",592626,2023,418,271,0.331,0.366,0.376,0.368,116.606295076215,113.150530034474
"Ramos, Henry",592656,2021,55,39,0.244,0.261,0.274,0.267,12.2478859326435,11.8579644455536
"Ramos, Henry",592656,2023,86,53,0.303,0.297,0.304,0.285,17.7847966781255,16.1243312116259
"Ravelo, Rangel",592660,2020,41,31,0.233,0.27,0.257,0.264,7.7231149999718,8.03949572178067
"Realmuto, J.T.",592663,2020,195,125,0.361,0.356,0.351,0.35,53.0239700112683,52.8150963368618
"Realmuto, J.T.",592663,2021,532,349,0.336,0.329,0.337,0.345,141.695119548064,145.816023669346
"Realmuto, J.T.",592663,2022,560,388,0.354,0.351,0.366,0.375,168.318253137823,173.641858479902
"Realmuto, J.T.",592663,2023,537,356,0.324,0.334,0.343,0.335,155.261872707924,151.051073412815
"Renfroe, Hunter",592669,2020,136,83,0.277,0.318,0.321,0.332,32.4271407265895,33.9665360190993
"Renfroe, Hunter",592669,2021,570,394,0.344,0.354,0.361,0.358,174.22417375016,172.40283441341
"Renfroe, Hunter",592669,2022,519,358,0.347,0.323,0.341,0.344,147.785115679402,149.211696867442
"Renfroe, Hunter",592669,2023,545,373,0.308,0.289,0.299,0.308,130.159082102722,134.922604256033
"Rosario, Eddie",592696,2020,228,177,0.333,0.318,0.307,0.294,58.1484421828719,55.1783402306605
"Rosario, Eddie",592696,2021,408,322,0.316,0.319,0.328,0.329,114.995928905651,115.274957398425
"Rosario, Eddie",592696,2022,269,184,0.258,0.25,0.267,0.266,59.8102793421072,59.7164190202553
"Rosario, Eddie",592696,2023,514,359,0.322,0.317,0.328,0.317,144.77439725262,139.172219048472
"Simmons, Andrelton",592743,2020,127,102,0.313,0.262,0.265,0.272,27.3250210594809,28.2798951436722
"Simmons, Andrelton",592743,2021,448,354,0.252,0.261,0.269,0.267,96.0233073715041,95.228246457665
"Simmons, Andrelton",592743,2022,80,63,0.204,0.199,0.228,0.217,13.3261415573649,12.4555540535006
"Smith, Caleb",592761,2021,24,9,0.147,0.148,0.165,0.139,2.5609933077986,1.93198261427533
"Smyly, Drew",592767,2021,41,24,0.064,0.087,0.096,0.087,3.93046850494399,3.56965770072333
"Velasquez, Vince",592826,2021,25,19,0.126,0.231,0.301,0.245,6.11519269660118,4.73021916659987
"Walker, Taijuan",592836,2021,47,18,0.119,0.138,0.153,0.15,5.78074215840075,5.65729136360587
"Wilkerson, Stevie",592859,2021,76,42,0.19,0.186,0.189,0.202,11.5830252270315,12.5817527286014
"Williams, Mason",592863,2020,18,9,0.136,0.182,0.163,0.13,2.92795605457698,2.34395331513582
"Williams, Mason",592863,2021,36,24,0.27,0.252,0.254,0.262,7.05798043800404,7.32913216133176
"Williams, Trevor",592866,2021,26,18,0.196,0.126,0.133,0.163,2.76865192729836,3.5312323461133
"Yelich, Christian",592885,2020,243,122,0.343,0.378,0.379,0.378,60.5960153416742,60.2506910325439
"Yelich, Christian",592885,2021,470,289,0.325,0.337,0.344,0.334,114.275719390628,109.466828965613
"Yelich, Christian",592885,2022,665,415,0.328,0.339,0.352,0.351,172.665307716119,171.486012190943
"Yelich, Christian",592885,2023,624,409,0.353,0.362,0.369,0.369,178.631740715244,178.549628082417
"Merrifield, Whit",593160,2020,265,216,0.329,0.336,0.33,0.341,76.342212608274,79.2811545994973
"Merrifield, Whit",593160,2021,719,571,0.306,0.301,0.311,0.318,193.157649408721,198.577596647092
"Merrifield, Whit",593160,2022,549,426,0.294,0.288,0.304,0.305,140.141585602794,140.698933954196
"Merrifield, Whit",593160,2023,590,452,0.304,0.276,0.288,0.284,144.111122247019,141.461110349654
"Martinez, Carlos",593372,2021,24,10,0.088,0.106,0.105,0.117,2.52036277250262,2.81293946361593
"Bogaerts, Xander",593428,2020,222,162,0.368,0.34,0.336,0.343,61.387373701572,62.9218843860051
"Bogaerts, Xander",593428,2021,600,422,0.368,0.359,0.368,0.374,175.235445686837,178.695179015124
"Bogaerts, Xander",593428,2022,627,444,0.363,0.323,0.339,0.34,167.002999954667,167.680185999443
"Bogaerts, Xander",593428,2023,663,490,0.343,0.318,0.329,0.33,173.961139720804,174.95819643785
"Bonifacio, Jorge",593528,2020,94,61,0.266,0.255,0.254,0.259,18.9734219695278,19.4529561317192
"Rivas, Webster",593590,2021,76,53,0.286,0.257,0.272,0.28,15.0962187218205,15.7014084353893
"Alberto, Hanser",593643,2020,227,191,0.301,0.261,0.269,0.284,55.4599603761715,58.7675564823129
"Alberto, Hanser",593643,2021,251,221,0.296,0.294,0.315,0.324,73.5131485923127,75.6032000794969
"Alberto, Hanser",593643,2022,159,131,0.27,0.234,0.248,0.259,37.2620666015059,39.1601834880642
"Alberto, Hanser",593643,2023,88,72,0.279,0.274,0.291,0.297,22.1078432218553,22.6204445192846
"Polanco, Jorge",593871,2020,224,177,0.289,0.304,0.302,0.288,57.7561831533293,54.7435437915937
"Polanco, Jorge",593871,2021,643,475,0.349,0.348,0.36,0.37,196.650604699986,202.684333020632
"Polanco, Jorge",593871,2022,443,283,0.333,0.358,0.374,0.367,120.197453332501,117.199367271259
"Polanco, Jorge",593871,2023,342,217,0.34,0.348,0.361,0.356,96.9773994961097,95.2538867498741
"Sanó, Miguel",593934,2020,203,95,0.317,0.326,0.326,0.338,53.5366394580537,56.0159244413104
"Sanó, Miguel",593934,2021,529,285,0.332,0.322,0.328,0.336,132.101824759916,136.629603966306
"Sanó, Miguel",593934,2022,71,36,0.176,0.302,0.308,0.293,14.8900828313811,13.8103031819809
"Difo, Wilmer",594694,2021,239,165,0.312,0.276,0.283,0.285,53.7547436493421,54.0632873995818
"Calhoun, Kole",594777,2020,225,141,0.362,0.379,0.371,0.374,59.7211390922421,60.2574145363257
"Calhoun, Kole",594777,2021,182,126,0.292,0.291,0.299,0.307,43.829725720915,45.3439154468064
"Calhoun, Kole",594777,2022,424,255,0.26,0.294,0.304,0.298,105.98844441642,103.351293217596
"Calhoun, Kole",594777,2023,174,122,0.286,0.303,0.31,0.305,43.3629513831792,42.4842673070191
"deGrom, Jacob",594798,2021,33,24,0.331,0.273,0.301,0.308,9.92388191403184,10.1600309919181
"Duvall, Adam",594807,2020,208,136,0.348,0.342,0.338,0.359,57.7313657743521,62.1401053856423
"Duvall, Adam",594807,2021,554,342,0.324,0.33,0.335,0.335,159.237515078381,159.186961905427
"Duvall, Adam",594807,2022,315,188,0.295,0.293,0.308,0.316,78.8425206080443,81.33027593827
"Duvall, Adam",594807,2023,351,213,0.347,0.304,0.306,0.339,88.6281607592558,99.9769112262345
"Eaton, Adam",594809,2020,170,129,0.287,0.303,0.303,0.315,43.1078143895462,45.1245122245141
"Eaton, Adam",594809,2021,284,188,0.271,0.275,0.29,0.296,61.98279754218,63.7619977034319
"Garcia, Greg",594824,2020,66,44,0.243,0.239,0.256,0.255,12.0250966599897,11.9068549504127
"Gosselin, Phil",594838,2020,101,65,0.313,0.295,0.302,0.294,24.1930700712969,23.3593734234991
"Gosselin, Phil",594838,2021,372,264,0.297,0.288,0.299,0.299,92.4017557376347,92.3179209435272
"Gosselin, Phil",594838,2022,77,50,0.163,0.207,0.222,0.204,15.015064835947,13.6132451900583
"Schebler, Scott",594988,2021,34,17,0.161,0.158,0.162,0.19,5.51361381994753,6.46535878677301
"Kiermaier, Kevin",595281,2020,158,95,0.301,0.325,0.325,0.308,37.368175412067,34.6744396462271
"Kiermaier, Kevin",595281,2021,387,252,0.31,0.283,0.294,0.275,88.4638826678005,81.2765178613247
"Kiermaier, Kevin",595281,2022,221,145,0.286,0.305,0.321,0.31,60.3412482402205,57.9350180693825
"Kiermaier, Kevin",595281,2023,402,284,0.32,0.3,0.313,0.308,102.597121506622,100.827691606548
"Knapp, Andrew",595284,2020,88,53,0.372,0.366,0.367,0.347,21.1229597112661,19.3099012192814
"Knapp, Andrew",595284,2021,158,86,0.196,0.23,0.248,0.251,30.8285873224459,31.2440860516762
"Knapp, Andrew",595284,2022,46,28,0.195,0.254,0.275,0.256,8.47026006704031,7.59622821152245
"Riddle, JT",595375,2020,67,52,0.174,0.253,0.244,0.251,14.9256546453886,15.4282666310824
"Riddle, JT",595375,2021,6,6,0.293,0.368,0.375,0.321,2.24715423529884,1.92406067680944
"Wallach, Chad",595453,2020,47,33,0.278,0.262,0.266,0.271,10.4076355036882,10.6536237219587
"Wallach, Chad",595453,2021,65,29,0.224,0.167,0.17,0.165,8.23137011003308,7.8942924281382
"Wallach, Chad",595453,2022,39,26,0.224,0.332,0.342,0.348,10.5482499378479,10.7742207843104
"Wallach, Chad",595453,2023,167,100,0.275,0.292,0.304,0.288,41.5936066655355,39.0482280315102
"Alfaro, Jorge",595751,2020,99,57,0.271,0.283,0.282,0.288,23.7072079872714,24.2863972651796
"Alfaro, Jorge",595751,2021,310,195,0.274,0.292,0.3,0.286,81.9056197895535,77.4307848995909
"Alfaro, Jorge",595751,2022,272,159,0.291,0.295,0.307,0.296,72.9547515358198,70.1335369978628
"Alfaro, Jorge",595751,2023,52,33,0.223,0.27,0.284,0.28,11.9511630516529,11.7435858249095
"Profar, Jurickson",595777,2020,199,153,0.335,0.338,0.338,0.346,54.0411112396126,55.580692497781
"Profar, Jurickson",595777,2021,410,291,0.293,0.302,0.31,0.305,89.4045644750559,87.0659847414722
"Profar, Jurickson",595777,2022,652,475,0.32,0.315,0.332,0.345,162.242091619497,170.770478295631
"Profar, Jurickson",595777,2023,520,373,0.304,0.306,0.309,0.297,121.467842540609,115.178514315788
"Báez, Javier",595879,2020,232,146,0.256,0.275,0.271,0.283,55.1032971798017,58.0212456497482
"Báez, Javier",595879,2021,544,320,0.344,0.321,0.332,0.333,153.394477619402,153.92458858634
"Báez, Javier",595879,2022,584,406,0.291,0.281,0.299,0.311,152.885340209921,160.108541212376
"Báez, Javier",595879,2023,543,384,0.261,0.279,0.293,0.289,135.763709848758,134.069560068043
"Cave, Jake",595909,2020,123,69,0.293,0.272,0.269,0.265,26.0710293098947,25.5604996655087
"Cave, Jake",595909,2021,177,103,0.241,0.273,0.283,0.289,40.9840277595018,42.0685054357055
"Cave, Jake",595909,2022,177,117,0.278,0.285,0.302,0.275,45.7604766020884,41.0310671648655
"Cave, Jake",595909,2023,202,132,0.271,0.277,0.292,0.284,47.8289603341201,46.2448623160881
"Evans, Phillip",595943,2020,45,32,0.409,0.331,0.329,0.305,10.5928215938532,9.54578511188177
"Evans, Phillip",595943,2021,246,161,0.278,0.312,0.323,0.319,57.0622235793124,56.0642050509872
"Gallagher, Cam",595956,2020,59,43,0.344,0.297,0.305,0.316,13.8160661984923,14.4512011902473
"Gallagher, Cam",595956,2021,122,95,0.276,0.275,0.293,0.296,30.0862192746788,30.5239650727417
"Gallagher, Cam",595956,2022,45,31,0.265,0.22,0.239,0.243,8.66204962957646,8.82421178672651
"Gallagher, Cam",595956,2023,149,98,0.145,0.173,0.185,0.177,24.0370846780518,22.9047845047339
"Hedges, Austin",595978,2020,78,52,0.232,0.277,0.295,0.276,17.4488736663173,15.9350879206642
"Hedges, Austin",595978,2021,304,206,0.227,0.228,0.242,0.251,62.9637964278326,65.9002456094153
"Hedges, Austin",595978,2022,328,228,0.225,0.238,0.26,0.265,63.4475713397409,65.1381360251462
"Hedges, Austin",595978,2023,201,150,0.209,0.253,0.271,0.26,45.3201569873052,43.0981029007041
"Heineman, Scott",595981,2020,54,41,0.197,0.241,0.245,0.235,11.8255745417451,11.31081499915
"Heineman, Scott",595981,2021,34,15,0.226,0.205,0.201,0.207,4.02290815561505,4.25299198504559
"Lindor, Francisco",596019,2020,263,196,0.324,0.346,0.346,0.359,72.7702882867798,76.2602970519002
"Lindor, Francisco",596019,2021,513,364,0.317,0.344,0.358,0.354,142.293702126006,140.398718276197
"Lindor, Francisco",596019,2022,703,503,0.342,0.331,0.348,0.35,197.541125268057,199.307677281339
"Lindor, Francisco",596019,2023,685,472,0.346,0.346,0.355,0.358,189.963515509669,191.989791177239
"Nogowski, John",596056,2021,143,108,0.273,0.279,0.294,0.293,32.9062296635461,32.7910154803642
"Odor, Rougned",596059,2020,146,90,0.259,0.282,0.28,0.297,35.341303617748,37.8072372170693
"Odor, Rougned",596059,2021,355,220,0.289,0.29,0.297,0.302,80.2952479069218,81.8356612247381
"Odor, Rougned",596059,2022,469,319,0.278,0.277,0.29,0.28,107.2408100659,102.520137230443
"Odor, Rougned",596059,2023,157,101,0.291,0.32,0.323,0.327,37.4588677803906,37.9853934423786
"Slater, Austin",596103,2020,103,64,0.395,0.416,0.417,0.414,30.3961806404703,30.070987355415
"Slater, Austin",596103,2021,304,189,0.321,0.335,0.341,0.354,82.6900151519101,86.4643228209358
"Slater, Austin",596103,2022,325,190,0.344,0.351,0.37,0.367,87.9397576909851,87.2336187209324
"Slater, Austin",596103,2023,207,127,0.33,0.338,0.35,0.352,57.1091909585523,57.5241098292532
"Smith Jr., Dwight",596105,2020,70,44,0.289,0.263,0.274,0.264,14.2709611778846,13.587311953557
