"player_name","player_id","game_year","woba_denom","bbe","woba","est_woba","xwoba","sa_xwoba","xwobacon","sa_xwobacon"
"Happ, Ian",664023,2021,529,308,0.328,0.317,0.327,0.324,126.066618273683,124.724899920186
"Happ, Ian",664023,2022,633,424,0.339,0.306,0.323,0.326,162.289784366047,164.577578572836
"Happ, Ian",664023,2023,687,431,0.345,0.35,0.359,0.353,174.58147122288,170.529829123775
"Mathias, Mark",664029,2020,36,29,0.275,0.265,0.26,0.282,9.3726808465631,10.1369849673219
"Mathias, Mark",664029,2022,91,52,0.353,0.298,0.318,0.332,22.6402355870362,23.933790219427
"Mathias, Mark",664029,2023,72,47,0.278,0.287,0.301,0.281,14.6473429320836,13.2572110543863
"France, Ty",664034,2020,154,103,0.362,0.36,0.354,0.348,44.7218640990304,43.7228001288759
"France, Ty",664034,2021,648,470,0.353,0.346,0.357,0.359,181.146362682817,182.317624794506
"France, Ty",664034,2022,605,457,0.337,0.321,0.334,0.338,164.685415671114,167.442838351418
"France, Ty",664034,2023,663,468,0.315,0.342,0.347,0.352,176.27431364557,179.399780289679
"Lowe, Brandon",664040,2020,223,136,0.385,0.384,0.379,0.38,64.1476929244789,64.5088967977088
"Lowe, Brandon",664040,2021,611,371,0.363,0.36,0.365,0.361,171.965267904093,169.735303162147
"Lowe, Brandon",664040,2022,266,175,0.306,0.32,0.331,0.325,67.020865355958,65.4422500059404
"Lowe, Brandon",664040,2023,436,261,0.334,0.341,0.348,0.344,112.630040810103,110.749843288833
"Davis, Jaylin",664041,2021,9,8,0.138,0.128,0.148,0.161,1.33205294998936,1.45163378873042
"Davis, Jaylin",664041,2022,27,13,0.352,0.272,0.281,0.319,5.48846600523275,6.51522975254484
"Bader, Harrison",664056,2020,125,67,0.337,0.324,0.322,0.331,27.5937050360408,28.8339888629972
"Bader, Harrison",664056,2021,395,284,0.331,0.29,0.3,0.32,100.413246532889,108.365751130897
"Bader, Harrison",664056,2022,313,232,0.286,0.267,0.279,0.265,74.1274055208007,69.7213633712857
"Bader, Harrison",664056,2023,341,264,0.271,0.288,0.302,0.286,89.009702191184,83.6088330265663
"Stevenson, Andrew",664057,2020,47,30,0.485,0.368,0.362,0.358,12.8086612514745,12.6273704500755
"Stevenson, Andrew",664057,2021,209,134,0.276,0.299,0.312,0.305,53.917420163497,52.5293204011957
"Stevenson, Andrew",664057,2023,40,29,0.216,0.202,0.217,0.193,6.57767585866922,5.61138052976855
"Fletcher, David",664058,2020,229,185,0.35,0.316,0.318,0.337,58.9340288109815,63.2325100815126
"Fletcher, David",664058,2021,656,571,0.273,0.28,0.291,0.298,169.434599263563,173.828953182706
"Fletcher, David",664058,2022,225,201,0.275,0.295,0.304,0.298,61.2973243630313,60.1416050906072
"Fletcher, David",664058,2023,94,80,0.276,0.25,0.261,0.279,20.3729157371786,22.0629960810828
"Haggerty, Sam",664059,2020,54,34,0.311,0.311,0.313,0.313,14.1188913184668,14.0936021739639
"Haggerty, Sam",664059,2021,93,59,0.24,0.285,0.305,0.293,23.4492488036351,22.376646342659
"Haggerty, Sam",664059,2022,197,126,0.32,0.285,0.305,0.316,46.8062661334674,49.0073735779472
"Haggerty, Sam",664059,2023,107,75,0.321,0.324,0.339,0.359,25.0641765605713,27.2565115826306
"Gonsolin, Tony",664062,2021,18,10,0.205,0.14,0.158,0.194,2.15057979655033,2.79429175461834
"Kingery, Scott",664068,2020,119,75,0.227,0.302,0.295,0.279,28.1311404201589,26.1785086822073
"Brubaker, JT",664141,2021,41,23,0.129,0.163,0.189,0.19,4.9608264487549,4.98388804344707
"Moore, Dylan",664238,2020,158,93,0.368,0.357,0.354,0.365,40.5113355438936,42.3057223669562
"Moore, Dylan",664238,2021,377,222,0.271,0.288,0.297,0.29,81.2112140469354,78.6121002663341
"Moore, Dylan",664238,2022,252,132,0.338,0.322,0.338,0.348,53.6606818283517,56.1612770413609
"Moore, Dylan",664238,2023,165,89,0.317,0.317,0.326,0.329,39.832370738361,40.2170943667938
"Garlick, Kyle",664247,2021,107,68,0.314,0.345,0.355,0.386,33.1212899283563,36.3543026693391
"Garlick, Kyle",664247,2022,162,103,0.311,0.305,0.318,0.32,43.7788516155529,44.1505783162375
"Garlick, Kyle",664247,2023,30,17,0.28,0.333,0.334,0.297,8.62971528592823,7.5019494957108
"Florial, Estevan",664314,2021,25,14,0.423,0.323,0.334,0.355,4.84176041246505,5.38446719089158
"Florial, Estevan",664314,2022,35,18,0.155,0.235,0.241,0.213,5.63524434015769,4.66243833929268
"Florial, Estevan",664314,2023,71,42,0.288,0.306,0.318,0.315,16.2601281704312,16.0407259042646
"Lopez, Alejo",664670,2021,23,18,0.229,0.245,0.254,0.23,5.83252975054716,5.29061397449506
"Lopez, Alejo",664670,2022,152,121,0.286,0.28,0.298,0.288,38.2976686079744,36.8514979550289
"Straw, Myles",664702,2020,86,60,0.223,0.255,0.248,0.212,18.5661717112199,15.4692864921853
"Straw, Myles",664702,2021,636,447,0.311,0.303,0.315,0.303,152.032038176443,144.091209841631
"Straw, Myles",664702,2022,592,452,0.257,0.275,0.295,0.291,136.013673097452,133.960213158517
"Straw, Myles",664702,2023,508,373,0.268,0.272,0.289,0.283,115.925527897559,112.784356690651
"Isbel, Kyle",664728,2021,83,53,0.333,0.251,0.26,0.27,16.6731665735886,17.4947087248341
"Isbel, Kyle",664728,2022,276,183,0.265,0.266,0.282,0.282,64.5075539395709,64.5803860834995
"Isbel, Kyle",664728,2023,312,236,0.286,0.289,0.299,0.277,80.7002703742415,73.7329544418669
"Higgins, P.J.",664731,2021,25,15,0.09,0.164,0.179,0.175,3.06281343555905,2.962616454065
"Higgins, P.J.",664731,2022,224,145,0.306,0.264,0.283,0.288,46.5092247775063,47.6715310809602
"Bohm, Alec",664761,2020,180,126,0.381,0.357,0.364,0.355,52.9111132315569,51.2720615240869
"Bohm, Alec",664761,2021,415,271,0.285,0.313,0.327,0.326,112.527292378635,111.999379019503
"Bohm, Alec",664761,2022,630,486,0.31,0.333,0.348,0.338,195.59339488244,188.940006298854
"Bohm, Alec",664761,2023,610,470,0.329,0.343,0.353,0.356,183.010328549393,184.935671464716
"Lukes, Nathan",664770,2023,31,18,0.266,0.276,0.286,0.306,6.05333807492215,6.67558060640315
"Wade Jr., LaMonte",664774,2020,44,30,0.285,0.268,0.279,0.278,8.76846655437187,8.73135221536235
"Wade Jr., LaMonte",664774,2021,376,254,0.343,0.347,0.356,0.35,107.972914748307,105.652740377528
"Wade Jr., LaMonte",664774,2022,249,169,0.298,0.321,0.333,0.319,61.212891354454,57.7039923387922
"Wade Jr., LaMonte",664774,2023,510,340,0.347,0.363,0.373,0.363,134.868176402182,129.602831146596
"Tom, Ka'ai",664789,2021,131,74,0.239,0.289,0.298,0.283,24.3488093730881,22.43584491789
"Mazeika, Patrick",664850,2021,86,62,0.228,0.231,0.243,0.257,16.7183794472422,17.8788489438794
"Mazeika, Patrick",664850,2022,70,61,0.222,0.218,0.238,0.255,15.2513802789239,16.4632383850355
"Zavala, Seby",664874,2021,98,54,0.265,0.219,0.242,0.263,18.8466153214059,20.8745696436421
"Zavala, Seby",664874,2022,202,118,0.323,0.283,0.297,0.31,44.6571019034329,47.3170858359077
"Zavala, Seby",664874,2023,191,109,0.239,0.246,0.263,0.27,40.4664176602005,41.8448128792938
"Mendick, Danny",664901,2020,113,82,0.285,0.257,0.256,0.271,24.7637824567861,26.4465491656889
"Mendick, Danny",664901,2021,183,122,0.268,0.26,0.278,0.286,36.848138877106,38.2539780407519
"Mendick, Danny",664901,2022,105,75,0.344,0.273,0.295,0.321,25.3492331416345,28.1106464488315
"Mendick, Danny",664901,2023,69,50,0.226,0.245,0.256,0.253,14.8613529865962,14.6271764549967
"Brown, Seth",664913,2021,305,194,0.315,0.318,0.321,0.333,82.589150026438,86.304964028107
"Brown, Seth",664913,2022,551,354,0.323,0.338,0.352,0.336,158.463529188558,149.626285015482
"Brown, Seth",664913,2023,375,245,0.298,0.322,0.329,0.314,101.764686744797,95.8864800877995
"Sullivan, Brett",664954,2023,86,63,0.232,0.246,0.262,0.247,19.7712612076095,18.4528836323297
"McCarthy, Jake",664983,2021,68,36,0.315,0.255,0.262,0.28,10.7855627891067,12.012389594981
"McCarthy, Jake",664983,2022,351,249,0.337,0.298,0.32,0.31,91.9168469186059,88.5754504453901
"McCarthy, Jake",664983,2023,305,217,0.289,0.293,0.311,0.3,73.9623377722767,70.4927999832881
"Clemens, Kody",665019,2022,127,86,0.22,0.249,0.266,0.274,28.2102526190836,29.2361253777901
"Clemens, Kody",665019,2023,148,99,0.281,0.268,0.279,0.28,35.0484317443484,35.1832576876286
"Walsh, Jared",665120,2020,108,87,0.393,0.355,0.354,0.354,33.9872520205324,34.0199310825
"Walsh, Jared",665120,2021,577,379,0.357,0.326,0.335,0.34,161.048188806196,163.802743643963
"Walsh, Jared",665120,2022,450,285,0.278,0.28,0.289,0.281,111.318160243384,107.693757008469
"Walsh, Jared",665120,2023,116,59,0.222,0.225,0.23,0.236,18.2457470126977,18.9754786459256
"Proctor, Ford",665154,2022,22,17,0.197,0.302,0.34,0.302,6.07244048812118,5.24590715617299
"Maton, Nick",665155,2021,130,80,0.309,0.281,0.291,0.289,29.4646476819165,29.221656126153
"Maton, Nick",665155,2022,85,45,0.364,0.306,0.313,0.319,18.9245205470508,19.4354370642992
"Maton, Nick",665155,2023,288,177,0.268,0.285,0.299,0.295,58.7705910862469,57.5609062440861
"Peña, Jeremy",665161,2022,555,390,0.309,0.3,0.319,0.326,157.633832356573,161.437948459738
"Peña, Jeremy",665161,2023,629,447,0.31,0.305,0.317,0.321,164.324415284027,166.662721527461
"Celestino, Gilberto",665482,2021,62,45,0.201,0.241,0.247,0.24,13.191106162664,12.754610083739
"Celestino, Gilberto",665482,2022,343,234,0.28,0.27,0.29,0.293,75.6875296459526,76.6290265668496
"Tatis Jr., Fernando",665487,2020,256,163,0.392,0.422,0.417,0.406,85.0243533915428,82.2751499110171
"Tatis Jr., Fernando",665487,2021,540,329,0.403,0.407,0.413,0.413,182.491854519335,182.610979703333
"Tatis Jr., Fernando",665487,2023,631,434,0.332,0.364,0.371,0.361,196.519849944832,189.952699562081
"Guerrero Jr., Vladimir",665489,2020,241,182,0.338,0.338,0.332,0.333,65.3352471889729,65.5863053837279
"Guerrero Jr., Vladimir",665489,2021,688,491,0.419,0.421,0.43,0.424,236.138047278321,232.407733279108
"Guerrero Jr., Vladimir",665489,2022,695,521,0.351,0.351,0.364,0.358,212.522702924587,208.06894052598
"Guerrero Jr., Vladimir",665489,2023,676,506,0.34,0.378,0.39,0.375,213.750581857677,203.705906944806
"Pache, Cristian",665506,2020,4,2,0.221,0.082,0.085,0.12,0.340106458565259,0.481224664376901
"Pache, Cristian",665506,2021,66,40,0.159,0.192,0.222,0.229,12.536658232754,13.0194770915192
"Pache, Cristian",665506,2022,256,173,0.207,0.259,0.282,0.28,60.8808121354194,60.5162206126634
"Pache, Cristian",665506,2023,94,58,0.32,0.315,0.321,0.321,23.1645736631863,23.1453558080483
"Marchán, Rafael",665561,2021,56,42,0.277,0.282,0.289,0.273,13.3784300119045,12.4700805062127
"Fox, Lucius",665650,2022,26,18,0.094,0.182,0.246,0.248,5.69033349561527,5.74233877899649
"Soto, Juan",665742,2020,184,126,0.478,0.475,0.47,0.462,65.5180194574177,64.002150916788
"Soto, Juan",665742,2021,630,413,0.42,0.429,0.442,0.437,191.671509760885,188.533142509811
"Soto, Juan",665742,2022,658,428,0.376,0.401,0.416,0.408,180.758787058953,175.323421259842
"Soto, Juan",665742,2023,695,444,0.395,0.408,0.418,0.407,204.717226075621,196.763373168631
"Taveras, Leody",665750,2020,133,77,0.307,0.305,0.307,0.309,31.08367073974,31.2342395494838
"Taveras, Leody",665750,2021,184,115,0.209,0.246,0.265,0.26,41.8362635293862,40.8045713121041
"Taveras, Leody",665750,2022,339,229,0.297,0.267,0.288,0.284,81.4510945556201,80.1778286352797
"Taveras, Leody",665750,2023,551,401,0.316,0.319,0.335,0.33,159.657737319993,156.648162796634
"Amaya, Miguel",665804,2023,155,93,0.31,0.332,0.338,0.343,36.2470613291446,37.0896282212253
"Cabrera, Oswaldo",665828,2022,170,112,0.322,0.287,0.301,0.297,40.7361202891213,39.9594593686188
"Cabrera, Oswaldo",665828,2023,326,231,0.256,0.259,0.272,0.272,70.3674774059331,70.4177655101219
"Cruz, Oneil",665833,2022,359,205,0.32,0.304,0.321,0.318,95.794986400915,94.6657415720724
"Cruz, Oneil",665833,2023,39,24,0.335,0.322,0.326,0.344,7.81587549432429,8.53506834941329
"Valdez, Enmanuel",665839,2023,148,101,0.328,0.305,0.314,0.298,40.1666174916385,37.8061333587878
"Rivero, Sebastián ",665861,2021,44,25,0.22,0.238,0.246,0.235,8.01654049716982,7.52313278712559
"Rivero, Sebastián ",665861,2022,28,17,0.175,0.221,0.248,0.217,5.53188993158096,4.66404689949088
"Chisholm Jr., Jazz",665862,2020,62,37,0.248,0.269,0.263,0.244,12.1362276161374,10.9057631422637
"Chisholm Jr., Jazz",665862,2021,505,324,0.312,0.307,0.317,0.314,133.696780098436,131.972663370319
"Chisholm Jr., Jazz",665862,2022,240,149,0.365,0.345,0.361,0.363,69.7347031327832,70.3332266058497
"Chisholm Jr., Jazz",665862,2023,381,236,0.325,0.307,0.318,0.315,101.463082577242,100.588435314147
"Fermín, José",665877,2023,59,45,0.281,0.323,0.352,0.324,15.1518240950576,13.5125324527125
"Ruiz, Esteury",665923,2022,36,28,0.197,0.216,0.231,0.23,7.63298835943497,7.58008376711486
"Ruiz, Esteury",665923,2023,492,355,0.29,0.271,0.284,0.285,115.340435726512,115.753139565911
"Giménez, Andrés",665926,2020,132,91,0.321,0.303,0.303,0.291,30.8907775189815,29.2675453445238
"Giménez, Andrés",665926,2021,209,138,0.277,0.268,0.279,0.275,45.7714676792239,44.9065050679532
"Giménez, Andrés",665926,2022,549,386,0.364,0.326,0.35,0.346,153.771644542252,151.473158221376
"Giménez, Andrés",665926,2023,607,449,0.309,0.297,0.316,0.314,157.270730955958,156.155033999599
"Apostel, Sherten",665947,2020,21,11,0.134,0.153,0.157,0.155,2.59744459590266,2.55436268914769
"Aranda, Jonathan",666018,2022,85,54,0.264,0.279,0.293,0.271,19.3096060863808,17.4250081335284
"Aranda, Jonathan",666018,2023,102,57,0.312,0.276,0.288,0.297,19.5815357001904,20.5379736699137
"Fermin, Freddy",666023,2023,234,171,0.333,0.333,0.35,0.358,72.1905694697583,73.9008123000941
"Anderson, Ian",666120,2021,38,11,0.074,0.058,0.086,0.073,2.56394900491684,2.05798691031046
"Jones, Nolan",666134,2022,93,55,0.297,0.325,0.338,0.352,26.5017705250412,27.8748855638236
"Jones, Nolan",666134,2023,417,240,0.395,0.362,0.37,0.38,118.034765199994,121.890249949083
"Kirilloff, Alex",666135,2021,229,164,0.307,0.366,0.378,0.346,77.5560369634491,70.2385621389126
"Kirilloff, Alex",666135,2022,156,110,0.286,0.278,0.296,0.301,39.8832110036141,40.6880502369939
"Kirilloff, Alex",666135,2023,316,204,0.343,0.334,0.347,0.355,85.7984835875837,88.2421270558617
"Lowe, Josh",666139,2022,196,116,0.276,0.272,0.291,0.287,46.4396379943135,45.7571616924815
"Lowe, Josh",666139,2023,497,343,0.354,0.341,0.352,0.34,153.869921141995,148.009337841722
"Fitzgerald, Tyler",666149,2023,34,22,0.31,0.2,0.228,0.254,6.3652130477538,7.24450211734684
"Fletcher, Dominic",666150,2023,99,73,0.34,0.263,0.285,0.288,23.9867048715933,24.3513981739742
"Hamilton, David",666152,2023,39,23,0.216,0.227,0.237,0.252,5.03850571249132,5.64216231953037
"Lux, Gavin",666158,2020,69,44,0.259,0.266,0.253,0.258,13.2880114959864,13.6277464586706
"Lux, Gavin",666158,2021,378,254,0.303,0.323,0.332,0.317,96.6814335595631,91.1477218455981
"Lux, Gavin",666158,2022,470,328,0.328,0.314,0.333,0.322,123.642228668722,118.45531055056
"Moniak, Mickey",666160,2021,35,18,0.147,0.19,0.197,0.199,5.48653313102146,5.57640337367214
"Moniak, Mickey",666160,2022,111,63,0.223,0.206,0.214,0.224,20.2605479035006,21.3337284237196
"Moniak, Mickey",666160,2023,318,193,0.339,0.308,0.317,0.317,93.2440521765604,92.9740469229706
"Rortvedt, Ben",666163,2021,96,62,0.227,0.27,0.284,0.283,22.3167990901306,22.2727745751546
"Rortvedt, Ben",666163,2023,79,49,0.219,0.269,0.28,0.278,14.3946396956858,14.2988245252404
"Rutherford, Blake",666164,2023,36,25,0.166,0.17,0.18,0.171,5.76945631662905,5.44831121281064
"Sabol, Blake",666165,2023,342,197,0.303,0.28,0.295,0.291,80.0423699174125,78.6680096602731
"Adell, Jo",666176,2020,130,67,0.212,0.232,0.236,0.227,25.0368585277788,23.9336523247894
"Adell, Jo",666176,2021,139,99,0.303,0.317,0.327,0.323,39.1921100023587,38.6065429213129
"Adell, Jo",666176,2022,285,161,0.278,0.251,0.259,0.263,63.4515945050194,64.4573245207708
"Adell, Jo",666176,2023,62,32,0.299,0.238,0.215,0.224,10.5142098201662,11.0810565972994
"Beer, Seth",666179,2022,123,79,0.239,0.276,0.284,0.273,25.8020388534897,24.4716985060854
"Benson, Will",666181,2022,60,37,0.212,0.224,0.245,0.233,11.1919922961601,10.4563066596204
"Benson, Will",666181,2023,329,185,0.369,0.321,0.332,0.324,80.4916820308064,77.7727739896143
"Bichette, Bo",666182,2020,127,96,0.353,0.359,0.355,0.364,42.3061341588057,43.3855566115504
"Bichette, Bo",666182,2021,689,506,0.354,0.355,0.369,0.369,221.766452771358,222.112250839612
"Bichette, Bo",666182,2022,692,494,0.347,0.334,0.35,0.357,211.885072247032,217.241949399665
"Bichette, Bo",666182,2023,596,453,0.349,0.363,0.372,0.368,201.402574682286,199.148554773244
"Carlson, Dylan",666185,2020,119,76,0.264,0.314,0.305,0.315,30.7120173741906,31.8603170031971
"Carlson, Dylan",666185,2021,613,394,0.336,0.322,0.324,0.322,152.314378005584,151.356858138892
"Carlson, Dylan",666185,2022,485,340,0.306,0.301,0.316,0.331,117.80162715898,124.71921327716
"Carlson, Dylan",666185,2023,255,173,0.293,0.318,0.325,0.318,59.8488013336655,57.9648920506836
"Kessinger, Grae",666197,2023,45,28,0.275,0.299,0.311,0.272,10.5160310578196,8.7517169060044
"Kieboom, Carter",666198,2020,122,67,0.275,0.274,0.274,0.281,18.0730167881706,18.8388034212652
"Kieboom, Carter",666198,2021,247,157,0.275,0.298,0.311,0.299,57.1068099908117,54.367154228555
"Kieboom, Carter",666198,2023,94,60,0.277,0.252,0.258,0.278,19.3575551515046,21.2418249492423
"Luzardo, Jesús",666200,2021,19,10,0.146,0.195,0.24,0.245,1.75825181496964,1.86009432297003
"Trammell, Taylor",666211,2021,176,83,0.27,0.233,0.241,0.254,28.4188095542957,30.662702216132
"Trammell, Taylor",666211,2022,116,71,0.3,0.292,0.304,0.296,26.152519251486,25.1792911873682
"Trammell, Taylor",666211,2023,55,24,0.279,0.313,0.31,0.33,10.7693125538156,11.873909150485
"Welker, Colton",666213,2021,40,26,0.215,0.297,0.305,0.289,10.1080506583582,9.4757886094478
"Naylor, Bo",666310,2023,227,144,0.347,0.309,0.319,0.335,51.4674855120155,54.9417819208045
"Julien, Edouard",666397,2023,407,214,0.366,0.345,0.357,0.354,99.1005921633063,98.0198993764004
"Encarnación, Jerar",666464,2022,81,46,0.236,0.231,0.246,0.265,17.8419699756339,19.4050286996737
"Morel, Christopher",666624,2022,418,243,0.322,0.324,0.343,0.348,114.848313008554,116.871682473497
"Morel, Christopher",666624,2023,424,256,0.347,0.343,0.353,0.358,123.06252540083,125.312040561674
"Rosario, Eguy",666703,2023,37,24,0.322,0.249,0.258,0.284,8.83395561159219,9.79512365460796
"Castro, Rodolfo",666801,2021,92,58,0.281,0.292,0.302,0.304,22.9014387426408,23.0780867945052
"Castro, Rodolfo",666801,2022,276,179,0.314,0.28,0.298,0.295,66.0779821381536,65.2341021709534
"Castro, Rodolfo",666801,2023,253,153,0.277,0.268,0.277,0.269,51.8527328362536,49.7721997873847
"Alu, Jake",666906,2023,174,119,0.256,0.283,0.295,0.278,42.1893203898954,39.3277333422644
"Dalbec, Bobby",666915,2020,92,41,0.4,0.351,0.346,0.356,23.4503665499006,24.3524858738849
"Dalbec, Bobby",666915,2021,452,262,0.334,0.344,0.353,0.353,135.534879903323,135.932324165865
"Dalbec, Bobby",666915,2022,352,202,0.287,0.296,0.311,0.318,87.1536011605333,89.4437695051851
"Dalbec, Bobby",666915,2023,53,21,0.254,0.275,0.28,0.278,12.0486107273795,11.9252747177262
"Oliva, Jared",666931,2020,16,10,0.165,0.206,0.209,0.181,3.33684019494463,2.90030356153746
"Oliva, Jared",666931,2021,42,30,0.197,0.214,0.229,0.238,8.23607064183502,8.6137589881437
"García, Adolis",666969,2021,622,391,0.314,0.299,0.31,0.319,167.137241061414,172.79928805669
"García, Adolis",666969,2022,653,426,0.324,0.322,0.337,0.333,189.39924425711,186.672861161404
"García, Adolis",666969,2023,632,386,0.354,0.366,0.371,0.368,184.862552293719,183.059995222386
"Gurriel Jr., Lourdes",666971,2020,223,161,0.372,0.347,0.348,0.367,67.7665784775487,71.9479277959039
"Gurriel Jr., Lourdes",666971,2021,535,401,0.333,0.339,0.346,0.361,162.030943610637,169.768466116942
"Gurriel Jr., Lourdes",666971,2022,492,372,0.327,0.321,0.339,0.33,141.732672796406,137.368969681311
"Gurriel Jr., Lourdes",666971,2023,590,449,0.329,0.324,0.339,0.337,173.465268083511,172.085542645598
"Julks, Corey",667452,2023,322,224,0.286,0.295,0.308,0.297,83.2290720667684,79.401025328711
"Myers, Dane",667472,2023,70,49,0.278,0.308,0.317,0.339,20.7702181422594,22.3441496579392
"Rooker, Brent",667670,2020,21,14,0.408,0.395,0.388,0.426,6.74198431490677,7.54604316587946
"Rooker, Brent",667670,2021,213,119,0.301,0.341,0.351,0.341,57.9508281852568,55.9359065031726
"Rooker, Brent",667670,2022,36,21,0.186,0.264,0.282,0.257,7.36427390857105,6.44506558607467
"Rooker, Brent",667670,2023,525,295,0.348,0.343,0.353,0.361,144.60044600562,149.064153334953
"Arozarena, Randy",668227,2020,76,42,0.422,0.369,0.336,0.351,17.7995248761839,18.9607625375116
"Arozarena, Randy",668227,2021,596,360,0.35,0.304,0.311,0.319,139.324580485522,143.782092200444
"Arozarena, Randy",668227,2022,641,430,0.336,0.301,0.318,0.323,165.658140121515,168.793295545572
"Arozarena, Randy",668227,2023,652,399,0.347,0.351,0.362,0.36,168.026700134063,167.045352706155
"Pratto, Nick",668472,2022,181,96,0.287,0.267,0.284,0.303,37.3466576691156,40.812332657195
"Pratto, Nick",668472,2023,345,172,0.292,0.278,0.281,0.286,72.4497832029376,74.0110599413285
"Barrera, Tres",668663,2021,105,69,0.333,0.311,0.321,0.323,23.8655727736242,24.1386888402139
"Barrera, Tres",668663,2022,52,35,0.187,0.187,0.192,0.167,8.5839349178099,7.29266347815889
"Rogers, Jake",668670,2021,124,70,0.339,0.298,0.307,0.315,30.4018303113959,31.396361460099
"Rogers, Jake",668670,2023,362,215,0.312,0.321,0.334,0.332,100.056065763259,99.2034242035169
"Gallen, Zac",668678,2021,33,23,0.203,0.165,0.281,0.288,8.5690977016359,8.79535299226464
"Bleday, JJ",668709,2022,238,139,0.266,0.278,0.288,0.289,46.2494211108548,46.3469986565023
"Bleday, JJ",668709,2023,302,186,0.297,0.298,0.308,0.299,62.2232990922423,59.6346346552722
"Steer, Spencer",668715,2022,108,69,0.287,0.281,0.292,0.28,22.4073277334068,21.1086915079182
"Steer, Spencer",668715,2023,661,443,0.355,0.333,0.343,0.35,171.552697868733,176.005578208541
"Henry, Payton",668721,2021,16,10,0.286,0.331,0.341,0.316,4.75059839417442,4.35392867964666
"Henry, Payton",668721,2022,35,20,0.241,0.279,0.303,0.306,5.69992790687666,5.8011906101759
"Baddoo, Akil",668731,2021,460,294,0.329,0.309,0.318,0.318,115.366414555266,115.267711705182
"Baddoo, Akil",668731,2022,224,136,0.256,0.253,0.265,0.26,42.6390668111978,41.4651815589438
"Baddoo, Akil",668731,2023,350,222,0.299,0.301,0.311,0.305,80.850295436874,78.7635069735146
"Mitchell, Cal",668751,2022,231,162,0.281,0.292,0.305,0.292,57.9528613949378,54.7584926095527
"Knizner, Andrew",668800,2020,16,11,0.229,0.317,0.323,0.295,5.1618494379894,4.71438991039549
"Knizner, Andrew",668800,2021,183,122,0.238,0.274,0.28,0.273,35.8760427254319,34.627104193877
"Knizner, Andrew",668800,2022,292,199,0.275,0.28,0.294,0.292,63.3234732770149,62.9191826925016
"Knizner, Andrew",668800,2023,240,164,0.306,0.286,0.299,0.318,61.2548379388723,65.9188108030265
"Reynolds, Bryan",668804,2020,208,128,0.278,0.314,0.313,0.303,49.7469534988833,47.6026226625811
"Reynolds, Bryan",668804,2021,635,441,0.385,0.386,0.398,0.401,200.863250514251,202.555758869601
"Reynolds, Bryan",668804,2022,608,403,0.349,0.329,0.347,0.343,166.010551560208,163.605959245828
"Reynolds, Bryan",668804,2023,637,441,0.338,0.36,0.372,0.37,196.329950555507,195.067900035215
"Kranick, Max",668820,2021,11,8,0,0.036,0.057,0.052,0.630624666632081,0.567103195093128
"Capel, Conner",668843,2022,59,44,0.371,0.336,0.352,0.322,17.2515663777327,15.473024486694
"Capel, Conner",668843,2023,86,48,0.322,0.302,0.31,0.311,17.5208406927739,17.6360821016888
"Vientos, Mark",668901,2022,41,24,0.252,0.28,0.29,0.271,8.39511124563323,7.59798116305992
"Vientos, Mark",668901,2023,233,149,0.267,0.304,0.317,0.299,64.7700013057281,60.4671938188984
"Lewis, Royce",668904,2022,41,35,0.37,0.319,0.339,0.354,13.1894608596282,13.8071216254004
"Lewis, Royce",668904,2023,239,162,0.393,0.351,0.363,0.375,71.370605690485,74.1117398203586
"Turang, Brice",668930,2023,443,314,0.262,0.274,0.291,0.287,102.347310642043,100.354127027495
"Rutschman, Adley",668939,2022,470,315,0.354,0.342,0.356,0.361,118.841283935043,121.212567098464
"Rutschman, Adley",668939,2023,681,491,0.352,0.373,0.384,0.391,199.83680307491,204.53968873902
"Rojas, Josh",668942,2020,70,47,0.209,0.272,0.284,0.26,14.9720730284391,13.2666894414139
"Rojas, Josh",668942,2021,547,350,0.327,0.295,0.305,0.306,126.914537547513,127.355199307297
"Rojas, Josh",668942,2022,502,354,0.326,0.305,0.326,0.324,125.218331014392,124.296279942243
"Rojas, Josh",668942,2023,345,237,0.284,0.278,0.285,0.287,79.5184131420871,80.0495576601736
"Kreidler, Ryan",668952,2022,82,55,0.218,0.273,0.296,0.29,19.3795990456302,18.8820328518174
"Kreidler, Ryan",668952,2023,18,11,0.098,0.092,0.107,0.147,1.92983964287636,2.65007204193928
"Mitchell, Garrett",669003,2022,67,34,0.365,0.266,0.288,0.307,15.0827985435107,16.3790521946335
"Mitchell, Garrett",669003,2023,73,40,0.326,0.286,0.289,0.296,16.2119748531294,16.7282176473283
"Melendez, MJ",669004,2022,531,334,0.31,0.332,0.347,0.344,138.269086682385,136.556313821354
"Melendez, MJ",669004,2023,600,367,0.31,0.325,0.333,0.323,155.469327636286,149.945756148693
"Marsh, Brandon",669016,2021,259,146,0.296,0.324,0.33,0.322,70.1686372348419,68.1010702635513
"Marsh, Brandon",669016,2022,457,272,0.296,0.287,0.304,0.309,117.899278422841,120.031599413931
"Marsh, Brandon",669016,2023,467,264,0.358,0.322,0.333,0.332,113.646955181184,113.197575738898
"Downs, Jeter",669023,2022,41,19,0.184,0.153,0.155,0.187,5.63523306396458,6.97877284229025
"Wilson, Bryse",669060,2021,22,15,0.073,0.152,0.214,0.167,4.01018164814865,2.9714540050123
